year_month,age_group,exposure_quartile,n_coded,share_fresh
2023-04,26-30,1,114717,0.6524490703208766
2023-04,26-30,2,185854,0.7169283416014721
2023-04,26-30,3,81016,0.7699219907178829
2023-04,26-30,4,141998,0.7432569472809476
2023-04,31-34,1,103212,0.6613184513428672
2023-04,31-34,2,160416,0.734060193496908
2023-04,31-34,3,91110,0.7644385907145209
2023-04,31-34,4,156279,0.7193096961204001
2023-04,35-40,1,135445,0.6848019491306434
2023-04,35-40,2,210458,0.757923196077127
2023-04,35-40,3,137639,0.7761608265099281
2023-04,35-40,4,220309,0.7356122536982148
2023-04,41-49,1,188395,0.709737519573237
2023-04,41-49,2,279704,0.7772895632525813
2023-04,41-49,3,217130,0.7824436973241836
2023-04,41-49,4,327632,0.7561562973091761
2023-04,50+,1,384034,0.7060702958592208
2023-04,50+,2,523423,0.7652414968390766
2023-04,50+,3,386603,0.7354779968080951
2023-04,50+,4,524665,0.7256649481097462
2023-05,22-25,1,92862,0.6645883138420452
2023-05,22-25,2,158557,0.7090320830994532
2023-05,22-25,3,34658,0.7307980841364187
2023-05,22-25,4,45950,0.7203046789989118
2023-05,26-30,1,116681,0.654759558111432
2023-05,26-30,2,188637,0.7185493832069
2023-05,26-30,3,81899,0.7721950206962234
2023-05,26-30,4,143370,0.7454139638697077
2023-05,31-34,1,104748,0.6627906976744186
2023-05,31-34,2,162495,0.7356841748976891
2023-05,31-34,3,92089,0.766041546764543
2023-05,31-34,4,157873,0.7216496804393405
2023-05,35-40,1,136934,0.6856295733711131
2023-05,35-40,2,212682,0.7593214282355818
2023-05,35-40,3,138648,0.7772921354797762
2023-05,35-40,4,222561,0.7369575082786293
2023-05,41-49,1,190321,0.7117554027143616
2023-05,41-49,2,282571,0.7790962271429127
2023-05,41-49,3,218815,0.7831410095285972
2023-05,41-49,4,331326,0.7576676747372678
2023-05,50+,1,388040,0.7079605195340687
2023-05,50+,2,527804,0.7668357951057589
2023-05,50+,3,389808,0.7369320280753602
2023-05,50+,4,530675,0.727624252131719
2023-06,22-25,1,98215,0.6591661151555261
2023-06,22-25,2,169015,0.7046652663964736
2023-06,22-25,3,37631,0.726820972070899
2023-06,22-25,4,49834,0.7139503150459525
2023-06,26-30,1,120279,0.6522917550029514
2023-06,26-30,2,195294,0.7188546499124397
2023-06,26-30,3,84071,0.7737983371198154
2023-06,26-30,4,146409,0.7451932599771872
2023-06,31-34,1,106612,0.66312422616591
2023-06,31-34,2,166357,0.7375403499702448
2023-06,31-34,3,93143,0.7662948369711089
2023-06,31-34,4,159271,0.7233331868325056
2023-06,35-40,1,139172,0.6871712700830627
2023-06,35-40,2,216556,0.7612626757051294
2023-06,35-40,3,139660,0.7776671917513962
2023-06,35-40,4,223650,0.7376481108875476
2023-06,41-49,1,192185,0.712282436194292
2023-06,41-49,2,285868,0.7792897421187401
2023-06,41-49,3,219999,0.7827944672475784
2023-06,41-49,4,331323,0.7570618399567793
2023-06,50+,1,390672,0.7079903346029406
2023-06,50+,2,531475,0.7676880380074321
2023-06,50+,3,392529,0.736340499682826
2023-06,50+,4,531663,0.7261667635325385
2023-07,22-25,1,100839,0.6473189936433325
2023-07,22-25,2,175823,0.6885731673330565
2023-07,22-25,3,38777,0.7116073961368853
2023-07,22-25,4,50701,0.7051537445020808
2023-07,26-30,1,119590,0.652981018479806
2023-07,26-30,2,194936,0.7171841014486806
2023-07,26-30,3,82677,0.7719922106510879
2023-07,26-30,4,144093,0.7465456337226652
2023-07,31-34,1,105482,0.666075728560323
2023-07,31-34,2,164137,0.7391325539031419
2023-07,31-34,3,91050,0.7686545853926414
2023-07,31-34,4,156177,0.724741799368665
2023-07,35-40,1,137115,0.6892900120336943
2023-07,35-40,2,213240,0.7631213655974489
2023-07,35-40,3,136721,0.7796095698539361
2023-07,35-40,4,219171,0.7390621934471258
2023-07,41-49,1,189801,0.7147749484986907
2023-07,41-49,2,281620,0.7810808891413962
2023-07,41-49,3,214965,0.7849556904612379
2023-07,41-49,4,324506,0.758716325738199
2023-07,50+,1,382382,0.7127715216720453
2023-07,50+,2,519596,0.7713685247769421
2023-07,50+,3,381200,0.7403593913955928
2023-07,50+,4,517678,0.7302435104447166
2023-08,22-25,1,99111,0.6512092502345854
2023-08,22-25,2,171361,0.6933607997152211
2023-08,22-25,3,37618,0.7236695199106811
2023-08,22-25,4,50579,0.717530991122798
2023-08,26-30,1,117731,0.6580085109274533
2023-08,26-30,2,191049,0.7234845510837534
2023-08,26-30,3,82318,0.7804125464661434
2023-08,26-30,4,144842,0.753068861241905
2023-08,31-34,1,103919,0.6691942763113579
2023-08,31-34,2,161155,0.744562688095312
2023-08,31-34,3,90695,0.7745851480235956
2023-08,31-34,4,155900,0.7302694034637588
2023-08,35-40,1,135105,0.6931793790015174
2023-08,35-40,2,209590,0.7674125673934825
2023-08,35-40,3,135965,0.7838340749457581
2023-08,35-40,4,218521,0.7439193487124808
2023-08,41-49,1,186999,0.7175439440852625
2023-08,41-49,2,276817,0.7837632804343664
2023-08,41-49,3,213098,0.7876939248608621
2023-08,41-49,4,322555,0.7617522593046148
2023-08,50+,1,373964,0.7182349103122225
2023-08,50+,2,507783,0.7756009949131815
2023-08,50+,3,372585,0.7453923265831958
2023-08,50+,4,508682,0.7352805878721873
2023-09,22-25,1,99520,0.666931270096463
2023-09,22-25,2,172707,0.7085005240088705
2023-09,22-25,3,38709,0.737580407657134
2023-09,22-25,4,52885,0.734726292899688
2023-09,26-30,1,118859,0.6648381695959078
2023-09,26-30,2,193861,0.7310186164313606
2023-09,26-30,3,84176,0.7828003231324843
2023-09,26-30,4,147823,0.7572908140140574
2023-09,31-34,1,105230,0.67561531882543
2023-09,31-34,2,164265,0.7487657139378443
2023-09,31-34,3,92370,0.7759878748511422
2023-09,31-34,4,158398,0.7328249094054218
2023-09,35-40,1,137199,0.697607125416366
2023-09,35-40,2,214018,0.7704492145520471
2023-09,35-40,3,138339,0.7841245057431382
2023-09,35-40,4,221579,0.7455625307452421
2023-09,41-49,1,190145,0.7209971337663362
2023-09,41-49,2,282440,0.7862200821413398
2023-09,41-49,3,216550,0.7879057954283075
2023-09,41-49,4,326759,0.7622192502731371
2023-09,50+,1,380886,0.7206670762380345
2023-09,50+,2,518299,0.7769820123133558
2023-09,50+,3,380424,0.7445087586482451
2023-09,50+,4,516717,0.7348374448682741
2023-10,22-25,1,92720,0.7099762726488352
2023-10,22-25,2,158585,0.7648705741400511
2023-10,22-25,3,35893,0.7767531273507369
2023-10,22-25,4,49056,0.7653090345727332
2023-10,26-30,1,116051,0.6847679037664475
2023-10,26-30,2,188110,0.7538780500770825
2023-10,26-30,3,82701,0.7911391639762518
2023-10,26-30,4,145311,0.7608302193226941
2023-10,31-34,1,104264,0.6869772884216988
2023-10,31-34,2,162267,0.761467211447799
2023-10,31-34,3,91759,0.7793023027713902
2023-10,31-34,4,157445,0.7336339674171933
2023-10,35-40,1,136559,0.705497257595618
2023-10,35-40,2,212888,0.7776906166622826
2023-10,35-40,3,138132,0.7863058523730924
2023-10,35-40,4,221219,0.7461836460701838
2023-10,41-49,1,189825,0.7257421309100487
2023-10,41-49,2,281992,0.7901429827796533
2023-10,41-49,3,217185,0.7884246149595967
2023-10,41-49,4,327562,0.7628235265384874
2023-10,50+,1,381465,0.7269605337317971
2023-10,50+,2,518485,0.781619526119367
2023-10,50+,3,382872,0.7460326166447272
2023-10,50+,4,520998,0.7366170311594287
2023-11,22-25,1,90501,0.7038043778521784
2023-11,22-25,2,155874,0.7646239911723571
2023-11,22-25,3,35151,0.7815424881226708
2023-11,22-25,4,48134,0.765550338637969
2023-11,26-30,1,114541,0.6791978418208328
2023-11,26-30,2,186097,0.7526773671794816
2023-11,26-30,3,81947,0.7899373985624855
2023-11,26-30,4,144232,0.7609129735426258
2023-11,31-34,1,103404,0.6834358438745116
2023-11,31-34,2,161050,0.7604905308910276
2023-11,31-34,3,91214,0.7781809809897603
2023-11,31-34,4,156415,0.7338043026563948
2023-11,35-40,1,135770,0.7023495617588569
2023-11,35-40,2,211759,0.7779267941386199
2023-11,35-40,3,137860,0.7857971855505586
2023-11,35-40,4,220330,0.745903871465529
2023-11,41-49,1,188956,0.7240468680539385
2023-11,41-49,2,280897,0.7905068405856951
2023-11,41-49,3,216752,0.7881034546394036
2023-11,41-49,4,326281,0.7621467385474484
2023-11,50+,1,379699,0.7258486327327699
2023-11,50+,2,517801,0.7819490499245849
2023-11,50+,3,383440,0.7462366993532235
2023-11,50+,4,519622,0.7359407415390419
2023-12,22-25,1,90321,0.6953643117325982
2023-12,22-25,2,156683,0.7521173324483192
2023-12,22-25,3,35317,0.7713565704901322
2023-12,22-25,4,48526,0.7570580719614227
2023-12,26-30,1,114276,0.6742798137841717
2023-12,26-30,2,186253,0.7459584543604667
2023-12,26-30,3,82643,0.7888266398848057
2023-12,26-30,4,145509,0.7593344741562378
2023-12,31-34,1,103298,0.6800518887103332
2023-12,31-34,2,161282,0.75687305464962
2023-12,31-34,3,92279,0.7765255366876538
2023-12,31-34,4,157959,0.73280408207193
2023-12,35-40,1,135694,0.7007900128229694
2023-12,35-40,2,212269,0.7755677936957351
2023-12,35-40,3,139270,0.7844043943419258
2023-12,35-40,4,223148,0.7447568429920949
2023-12,41-49,1,189362,0.7228271775752263
2023-12,41-49,2,282728,0.788995076539996
2023-12,41-49,3,220079,0.7872854747613357
2023-12,41-49,4,331927,0.7610739710840034
2023-12,50+,1,381714,0.7242621439087904
2023-12,50+,2,522883,0.7790461728532004
2023-12,50+,3,393699,0.7426663517052368
2023-12,50+,4,533326,0.7316988108586493
