ssyk4,year_month,n_ads,n_vacancies
2122,2023-04,10,10
2122,2023-05,33,39
2122,2023-06,11,13
2122,2023-07,5,11
2122,2023-08,15,19
2122,2023-09,19,30
2122,2023-10,17,20
2122,2023-11,13,14
2122,2023-12,12,12
2122,2024-01,11,12
2122,2024-02,20,24
2122,2024-03,25,36
2122,2024-04,19,23
2122,2024-05,13,15
2122,2024-06,9,11
2122,2024-07,11,12
2122,2024-08,16,25
2122,2024-09,20,28
2122,2024-10,12,13
2122,2024-11,23,34
2122,2024-12,21,30
2122,2025-01,18,24
2122,2025-02,7,12
2122,2025-03,14,17
2122,2025-04,16,19
2122,2025-05,10,11
2122,2025-06,8,10
2122,2025-07,3,3
2122,2025-08,8,9
2122,2025-09,12,15
2122,2025-10,26,26
2122,2025-11,12,12
2122,2025-12,12,22
2122,2026-01,1,1
2122,2026-02,9,11
2131,2019-12,1,1
2131,2020-01,108,203
2131,2020-02,118,154
2131,2020-03,117,137
2131,2020-04,66,67
2131,2020-05,89,109
2131,2020-06,99,108
2131,2020-07,28,30
2131,2020-08,55,59
2131,2020-09,69,79
2131,2020-10,101,129
2131,2020-11,104,126
2131,2020-12,116,139
2131,2021-01,109,194
2131,2021-02,113,161
2131,2021-03,142,183
2131,2021-04,120,132
2131,2021-05,118,162
2131,2021-06,105,118
2131,2021-07,70,73
2131,2021-08,62,71
2131,2021-09,101,109
2131,2021-10,116,129
2131,2021-11,119,133
2131,2021-12,169,221
2131,2022-01,142,269
2131,2022-02,175,254
2131,2022-03,154,194
2131,2022-04,125,138
2131,2022-05,131,134
2131,2022-06,135,144
2131,2022-07,55,65
2131,2022-08,65,72
2131,2022-09,101,124
2131,2022-10,128,135
2131,2022-11,127,147
2131,2022-12,133,224
2131,2023-01,102,152
2131,2023-02,90,101
2131,2023-03,125,145
2131,2023-04,93,103
2131,2023-05,118,141
2131,2023-06,93,97
2131,2023-07,56,60
2131,2023-08,45,49
2131,2023-09,60,62
2131,2023-10,84,88
2131,2023-11,69,73
2131,2023-12,87,144
2131,2024-01,82,134
2131,2024-02,83,93
2131,2024-03,75,88
2131,2024-04,92,99
2131,2024-05,107,114
2131,2024-06,62,63
2131,2024-07,43,45
2131,2024-08,41,42
2131,2024-09,74,76
2131,2024-10,74,81
2131,2024-11,76,76
2131,2024-12,68,77
2131,2025-01,74,175
2131,2025-02,83,91
2131,2025-03,87,92
2131,2025-04,76,77
2131,2025-05,55,61
2131,2025-06,72,77
2131,2025-07,43,43
2131,2025-08,45,48
2131,2025-09,67,69
2131,2025-10,62,65
2131,2025-11,63,93
2131,2025-12,67,71
2131,2026-01,12,14
2131,2026-02,61,66
2132,2020-01,22,26
2132,2020-02,26,30
2132,2020-03,24,31
2132,2020-04,14,15
2132,2020-05,11,13
2132,2020-06,14,14
2132,2020-07,13,15
2132,2020-08,4,4
2132,2020-09,10,11
2132,2020-10,21,21
2132,2020-11,17,17
2132,2020-12,19,21
2132,2021-01,12,13
2132,2021-02,16,28
2132,2021-03,38,62
2132,2021-04,24,26
2132,2021-05,22,25
2132,2021-06,12,12
2132,2021-07,8,10
2132,2021-08,9,10
2132,2021-09,13,13
2132,2021-10,6,6
2132,2021-11,20,21
2132,2021-12,30,33
2132,2022-01,17,30
2132,2022-02,36,64
2132,2022-03,27,44
2132,2022-04,19,20
2132,2022-05,31,35
2132,2022-06,28,29
2132,2022-07,16,18
2132,2022-08,13,19
2132,2022-09,14,14
2132,2022-10,13,14
2132,2022-11,18,18
2132,2022-12,19,20
2132,2023-01,12,33
2132,2023-02,20,33
2132,2023-03,40,60
2132,2023-04,10,12
2132,2023-05,22,24
2132,2023-06,24,24
2132,2023-07,10,10
2132,2023-08,4,4
2132,2023-09,12,12
2132,2023-10,14,14
2132,2023-11,18,19
2132,2023-12,20,23
2132,2024-01,18,41
2132,2024-02,27,32
2132,2024-03,14,25
2132,2024-04,31,31
2132,2024-05,17,20
2132,2024-06,25,34
2132,2024-07,5,5
2132,2024-08,7,7
2132,2024-09,12,14
2132,2024-10,20,21
2132,2024-11,18,20
2132,2024-12,11,11
2132,2025-01,21,76
2132,2025-02,17,22
2132,2025-03,21,23
2132,2025-04,22,22
2132,2025-05,16,16
2132,2025-06,13,19
2132,2025-07,13,14
2132,2025-08,9,9
2132,2025-09,13,14
2132,2025-10,12,12
2132,2025-11,6,6
2132,2025-12,15,15
2132,2026-01,4,8
2132,2026-02,19,20
2133,2020-01,71,97
2133,2020-02,77,99
2133,2020-03,66,98
2133,2020-04,42,61
2133,2020-05,55,83
2133,2020-06,62,112
2133,2020-07,42,42
2133,2020-08,41,60
2133,2020-09,43,46
2133,2020-10,40,60
2133,2020-11,69,101
2133,2020-12,51,78
2133,2021-01,54,79
2133,2021-02,55,59
2133,2021-03,78,79
2133,2021-04,72,83
2133,2021-05,75,95
2133,2021-06,74,87
2133,2021-07,27,29
2133,2021-08,41,50
2133,2021-09,63,73
2133,2021-10,63,78
2133,2021-11,71,82
2133,2021-12,71,83
2133,2022-01,55,73
2133,2022-02,62,67
2133,2022-03,72,80
2133,2022-04,64,78
2133,2022-05,60,64
2133,2022-06,53,62
2133,2022-07,20,21
2133,2022-08,48,48
2133,2022-09,59,64
2133,2022-10,61,84
2133,2022-11,54,73
2133,2022-12,53,70
2133,2023-01,72,100
2133,2023-02,59,68
2133,2023-03,56,70
2133,2023-04,48,67
2133,2023-05,83,108
2133,2023-06,55,71
2133,2023-07,31,42
2133,2023-08,40,49
2133,2023-09,36,44
2133,2023-10,38,41
2133,2023-11,57,83
2133,2023-12,43,54
2133,2024-01,52,72
2133,2024-02,45,50
2133,2024-03,29,34
2133,2024-04,39,96
2133,2024-05,55,55
2133,2024-06,34,35
2133,2024-07,20,21
2133,2024-08,27,30
2133,2024-09,29,31
2133,2024-10,39,40
2133,2024-11,40,53
2133,2024-12,33,54
2133,2025-01,45,47
2133,2025-02,44,45
2133,2025-03,31,32
2133,2025-04,47,48
2133,2025-05,35,36
2133,2025-06,30,32
2133,2025-07,22,22
2133,2025-08,19,19
2133,2025-09,15,15
2133,2025-10,21,23
2133,2025-11,32,37
2133,2025-12,37,37
2133,2026-01,4,4
2133,2026-02,14,16
2134,2020-01,50,217
2134,2020-02,23,39
2134,2020-03,51,52
2134,2020-04,23,24
2134,2020-05,45,45
2134,2020-06,24,24
2134,2020-07,12,15
2134,2020-08,12,12
2134,2020-09,55,56
2134,2020-10,29,31
2134,2020-11,23,24
2134,2020-12,58,74
2134,2021-01,29,89
2134,2021-02,42,48
2134,2021-03,100,106
2134,2021-04,37,39
2134,2021-05,80,80
2134,2021-06,81,85
2134,2021-07,64,67
2134,2021-08,23,25
2134,2021-09,90,91
2134,2021-10,48,54
2134,2021-11,63,67
2134,2021-12,60,80
2134,2022-01,78,127
2134,2022-02,38,52
2134,2022-03,31,34
2134,2022-04,27,32
2134,2022-05,37,40
2134,2022-06,87,88
2134,2022-07,12,12
2134,2022-08,86,86
2134,2022-09,24,26
2134,2022-10,33,35
2134,2022-11,29,29
2134,2022-12,39,101
2134,2023-01,29,33
2134,2023-02,46,75
2134,2023-03,36,42
2134,2023-04,16,16
2134,2023-05,37,42
2134,2023-06,21,24
2134,2023-07,15,17
2134,2023-08,19,19
2134,2023-09,21,26
2134,2023-10,15,17
2134,2023-11,12,12
2134,2023-12,26,91
2134,2024-01,21,38
2134,2024-02,25,26
2134,2024-03,26,26
2134,2024-04,29,30
2134,2024-05,31,32
2134,2024-06,19,20
2134,2024-07,13,13
2134,2024-08,20,22
2134,2024-09,16,16
2134,2024-10,26,28
2134,2024-11,28,32
2134,2024-12,28,93
2134,2025-01,27,41
2134,2025-02,18,19
2134,2025-03,27,31
2134,2025-04,23,23
2134,2025-05,15,25
2134,2025-06,18,20
2134,2025-07,5,5
2134,2025-08,24,25
2134,2025-09,13,16
2134,2025-10,19,20
2134,2025-11,25,25
2134,2025-12,25,90
2134,2026-01,9,9
2134,2026-02,15,17
2135,2020-01,18,18
2135,2020-02,22,30
2135,2020-03,15,16
2135,2020-04,10,10
2135,2020-05,31,36
2135,2020-06,19,23
2135,2020-07,6,6
2135,2020-08,6,7
2135,2020-09,14,14
2135,2020-10,13,13
2135,2020-11,14,14
2135,2020-12,47,50
2135,2021-01,20,87
2135,2021-02,25,26
2135,2021-03,46,62
2135,2021-04,29,38
2135,2021-05,43,53
2135,2021-06,23,24
2135,2021-07,12,12
2135,2021-08,9,11
2135,2021-09,16,18
2135,2021-10,21,24
2135,2021-11,27,41
2135,2021-12,53,66
2135,2022-01,29,38
2135,2022-02,46,50
2135,2022-03,36,37
2135,2022-04,25,25
2135,2022-05,35,40
2135,2022-06,23,24
2135,2022-07,19,24
2135,2022-08,38,40
2135,2022-09,41,42
2135,2022-10,33,33
2135,2022-11,31,32
2135,2022-12,40,43
2135,2023-01,42,63
2135,2023-02,60,62
2135,2023-03,59,94
2135,2023-04,33,35
2135,2023-05,53,55
2135,2023-06,31,35
2135,2023-07,33,35
2135,2023-08,27,29
2135,2023-09,35,37
2135,2023-10,30,34
2135,2023-11,34,144
2135,2023-12,33,39
2135,2024-01,33,42
2135,2024-02,37,49
2135,2024-03,25,26
2135,2024-04,14,14
2135,2024-05,10,10
2135,2024-06,12,17
2135,2024-07,32,52
2135,2024-08,26,30
2135,2024-09,20,20
2135,2024-10,49,139
2135,2024-11,44,48
2135,2024-12,64,70
2135,2025-01,44,66
2135,2025-02,66,129
2135,2025-03,33,43
2135,2025-04,30,38
2135,2025-05,32,33
2135,2025-06,22,22
2135,2025-07,21,29
2135,2025-08,28,28
2135,2025-09,34,49
2135,2025-10,41,44
2135,2025-11,19,19
2135,2025-12,16,16
2135,2026-01,1,1
2135,2026-02,11,12
2141,2020-01,110,130
2141,2020-02,127,173
2141,2020-03,94,114
2141,2020-04,40,51
2141,2020-05,48,97
2141,2020-06,44,55
2141,2020-07,32,34
2141,2020-08,30,60
2141,2020-09,85,98
2141,2020-10,83,86
2141,2020-11,90,92
2141,2020-12,111,117
2141,2021-01,83,99
2141,2021-02,112,130
2141,2021-03,159,176
2141,2021-04,145,162
2141,2021-05,133,143
2141,2021-06,130,151
2141,2021-07,87,96
2141,2021-08,119,138
2141,2021-09,163,238
2141,2021-10,181,193
2141,2021-11,172,209
2141,2021-12,175,210
2141,2022-01,193,240
2141,2022-02,204,234
2141,2022-03,237,269
2141,2022-04,215,285
2141,2022-05,190,217
2141,2022-06,147,164
2141,2022-07,140,161
2141,2022-08,152,240
2141,2022-09,191,221
2141,2022-10,172,190
2141,2022-11,160,180
2141,2022-12,171,218
2141,2023-01,157,218
2141,2023-02,155,175
2141,2023-03,161,200
2141,2023-04,118,143
2141,2023-05,179,214
2141,2023-06,166,231
2141,2023-07,121,157
2141,2023-08,124,173
2141,2023-09,160,175
2141,2023-10,190,211
2141,2023-11,208,225
2141,2023-12,159,191
2141,2024-01,161,181
2141,2024-02,177,198
2141,2024-03,168,216
2141,2024-04,189,207
2141,2024-05,155,157
2141,2024-06,124,137
2141,2024-07,109,123
2141,2024-08,122,138
2141,2024-09,137,152
2141,2024-10,159,180
2141,2024-11,141,379
2141,2024-12,131,308
2141,2025-01,210,426
2141,2025-02,137,194
2141,2025-03,142,309
2141,2025-04,136,156
2141,2025-05,111,127
2141,2025-06,115,123
2141,2025-07,91,95
2141,2025-08,108,127
2141,2025-09,155,168
2141,2025-10,117,146
2141,2025-11,120,133
2141,2025-12,143,181
2141,2026-01,16,18
2141,2026-02,98,104
2142,2020-01,342,449
2142,2020-02,340,397
2142,2020-03,368,397
2142,2020-04,322,378
2142,2020-05,249,281
2142,2020-06,206,215
2142,2020-07,180,200
2142,2020-08,199,210
2142,2020-09,307,333
2142,2020-10,317,355
2142,2020-11,294,326
2142,2020-12,336,364
2142,2021-01,238,315
2142,2021-02,297,353
2142,2021-03,381,424
2142,2021-04,410,438
2142,2021-05,439,519
2142,2021-06,395,434
2142,2021-07,327,374
2142,2021-08,343,490
2142,2021-09,468,527
2142,2021-10,552,634
2142,2021-11,581,666
2142,2021-12,568,653
2142,2022-01,499,577
2142,2022-02,567,657
2142,2022-03,771,853
2142,2022-04,622,705
2142,2022-05,715,835
2142,2022-06,545,632
2142,2022-07,527,584
2142,2022-08,686,769
2142,2022-09,588,701
2142,2022-10,523,601
2142,2022-11,532,598
2142,2022-12,578,635
2142,2023-01,577,688
2142,2023-02,530,580
2142,2023-03,653,725
2142,2023-04,449,499
2142,2023-05,511,564
2142,2023-06,435,485
2142,2023-07,318,361
2142,2023-08,356,399
2142,2023-09,426,467
2142,2023-10,435,506
2142,2023-11,308,342
2142,2023-12,182,214
2142,2024-01,134,181
2142,2024-02,229,308
2142,2024-03,155,186
2142,2024-04,179,221
2142,2024-05,165,186
2142,2024-06,155,158
2142,2024-07,134,160
2142,2024-08,151,167
2142,2024-09,160,166
2142,2024-10,170,185
2142,2024-11,147,161
2142,2024-12,135,148
2142,2025-01,113,134
2142,2025-02,180,215
2142,2025-03,110,114
2142,2025-04,119,125
2142,2025-05,124,135
2142,2025-06,149,154
2142,2025-07,83,89
2142,2025-08,124,144
2142,2025-09,148,161
2142,2025-10,178,197
2142,2025-11,134,139
2142,2025-12,150,170
2142,2026-01,36,38
2142,2026-02,102,110
2143,2019-10,1,2
2143,2020-01,211,277
2143,2020-02,270,337
2143,2020-03,213,249
2143,2020-04,134,150
2143,2020-05,117,129
2143,2020-06,115,134
2143,2020-07,83,92
2143,2020-08,94,117
2143,2020-09,172,200
2143,2020-10,187,210
2143,2020-11,232,270
2143,2020-12,275,298
2143,2021-01,169,193
2143,2021-02,267,346
2143,2021-03,296,396
2143,2021-04,263,344
2143,2021-05,293,333
2143,2021-06,315,358
2143,2021-07,173,206
2143,2021-08,217,262
2143,2021-09,337,380
2143,2021-10,320,394
2143,2021-11,346,427
2143,2021-12,426,519
2143,2022-01,370,451
2143,2022-02,425,528
2143,2022-03,529,663
2143,2022-04,407,459
2143,2022-05,469,988
2143,2022-06,431,470
2143,2022-07,306,430
2143,2022-08,392,487
2143,2022-09,402,482
2143,2022-10,439,489
2143,2022-11,398,497
2143,2022-12,468,557
2143,2023-01,395,446
2143,2023-02,471,559
2143,2023-03,512,620
2143,2023-04,371,466
2143,2023-05,462,546
2143,2023-06,372,413
2143,2023-07,332,357
2143,2023-08,463,510
2143,2023-09,477,517
2143,2023-10,526,574
2143,2023-11,493,604
2143,2023-12,575,606
2143,2024-01,451,503
2143,2024-02,452,478
2143,2024-03,488,542
2143,2024-04,498,556
2143,2024-05,434,474
2143,2024-06,426,488
2143,2024-07,452,506
2143,2024-08,401,450
2143,2024-09,473,525
2143,2024-10,494,529
2143,2024-11,402,457
2143,2024-12,397,427
2143,2025-01,375,472
2143,2025-02,352,396
2143,2025-03,337,381
2143,2025-04,364,437
2143,2025-05,340,371
2143,2025-06,268,342
2143,2025-07,234,266
2143,2025-08,240,284
2143,2025-09,305,344
2143,2025-10,364,382
2143,2025-11,295,313
2143,2025-12,366,388
2143,2026-01,74,78
2143,2026-02,254,291
2144,2019-12,1,8
2144,2020-01,379,482
2144,2020-02,379,403
2144,2020-03,327,351
2144,2020-04,125,139
2144,2020-05,109,118
2144,2020-06,121,136
2144,2020-07,113,137
2144,2020-08,106,110
2144,2020-09,164,178
2144,2020-10,224,255
2144,2020-11,289,346
2144,2020-12,330,406
2144,2021-01,260,292
2144,2021-02,351,412
2144,2021-03,384,450
2144,2021-04,418,463
2144,2021-05,407,462
2144,2021-06,411,504
2144,2021-07,236,278
2144,2021-08,291,352
2144,2021-09,431,528
2144,2021-10,517,628
2144,2021-11,463,548
2144,2021-12,543,700
2144,2022-01,494,678
2144,2022-02,525,716
2144,2022-03,637,755
2144,2022-04,489,580
2144,2022-05,617,748
2144,2022-06,541,637
2144,2022-07,376,451
2144,2022-08,463,722
2144,2022-09,579,737
2144,2022-10,548,663
2144,2022-11,529,646
2144,2022-12,563,698
2144,2023-01,513,906
2144,2023-02,504,606
2144,2023-03,564,690
2144,2023-04,415,581
2144,2023-05,564,659
2144,2023-06,489,584
2144,2023-07,295,379
2144,2023-08,383,422
2144,2023-09,426,553
2144,2023-10,503,608
2144,2023-11,587,714
2144,2023-12,535,601
2144,2024-01,513,605
2144,2024-02,440,631
2144,2024-03,439,533
2144,2024-04,514,646
2144,2024-05,468,608
2144,2024-06,435,529
2144,2024-07,405,553
2144,2024-08,414,484
2144,2024-09,471,636
2144,2024-10,484,560
2144,2024-11,419,481
2144,2024-12,454,543
2144,2025-01,396,470
2144,2025-02,433,503
2144,2025-03,449,514
2144,2025-04,417,545
2144,2025-05,329,382
2144,2025-06,314,363
2144,2025-07,226,239
2144,2025-08,303,376
2144,2025-09,334,424
2144,2025-10,377,416
2144,2025-11,302,353
2144,2025-12,380,440
2144,2026-01,73,92
2144,2026-02,206,277
2145,2020-01,61,72
2145,2020-02,61,65
2145,2020-03,45,45
2145,2020-04,42,52
2145,2020-05,39,40
2145,2020-06,44,59
2145,2020-07,39,40
2145,2020-08,38,44
2145,2020-09,44,54
2145,2020-10,49,60
2145,2020-11,65,84
2145,2020-12,76,84
2145,2021-01,50,57
2145,2021-02,75,89
2145,2021-03,87,96
2145,2021-04,86,90
2145,2021-05,64,72
2145,2021-06,61,61
2145,2021-07,57,71
2145,2021-08,49,60
2145,2021-09,84,89
2145,2021-10,106,114
2145,2021-11,101,116
2145,2021-12,135,152
2145,2022-01,111,118
2145,2022-02,124,129
2145,2022-03,120,135
2145,2022-04,88,92
2145,2022-05,114,115
2145,2022-06,65,68
2145,2022-07,53,53
2145,2022-08,101,115
2145,2022-09,96,104
2145,2022-10,77,91
2145,2022-11,89,104
2145,2022-12,95,108
2145,2023-01,91,110
2145,2023-02,68,88
2145,2023-03,73,103
2145,2023-04,52,66
2145,2023-05,83,117
2145,2023-06,55,67
2145,2023-07,55,95
2145,2023-08,44,57
2145,2023-09,68,81
2145,2023-10,75,128
2145,2023-11,56,63
2145,2023-12,43,50
2145,2024-01,46,73
2145,2024-02,43,43
2145,2024-03,52,76
2145,2024-04,50,81
2145,2024-05,62,72
2145,2024-06,59,63
2145,2024-07,31,39
2145,2024-08,47,49
2145,2024-09,60,62
2145,2024-10,59,79
2145,2024-11,59,62
2145,2024-12,59,60
2145,2025-01,52,52
2145,2025-02,54,54
2145,2025-03,48,54
2145,2025-04,58,61
2145,2025-05,44,44
2145,2025-06,63,64
2145,2025-07,31,31
2145,2025-08,41,43
2145,2025-09,45,45
2145,2025-10,52,52
2145,2025-11,53,54
2145,2025-12,45,46
2145,2026-01,3,4
2145,2026-02,22,23
2146,2019-12,1,1
2146,2020-01,12,14
2146,2020-02,16,18
2146,2020-03,10,14
2146,2020-04,6,6
2146,2020-05,10,10
2146,2020-06,11,11
2146,2020-07,14,15
2146,2020-08,8,8
2146,2020-09,8,8
2146,2020-10,17,19
2146,2020-11,19,19
2146,2020-12,19,19
2146,2021-01,10,10
2146,2021-02,9,10
2146,2021-03,19,19
2146,2021-04,28,31
2146,2021-05,41,62
2146,2021-06,14,15
2146,2021-07,12,13
2146,2021-08,11,11
2146,2021-09,24,28
2146,2021-10,32,49
2146,2021-11,15,17
2146,2021-12,45,53
2146,2022-01,31,36
2146,2022-02,40,45
2146,2022-03,45,84
2146,2022-04,35,35
2146,2022-05,40,44
2146,2022-06,42,52
2146,2022-07,13,44
2146,2022-08,19,20
2146,2022-09,14,15
2146,2022-10,40,40
2146,2022-11,26,26
2146,2022-12,40,54
2146,2023-01,37,41
2146,2023-02,25,26
2146,2023-03,27,27
2146,2023-04,43,45
2146,2023-05,27,35
2146,2023-06,31,32
2146,2023-07,25,29
2146,2023-08,20,24
2146,2023-09,17,18
2146,2023-10,20,20
2146,2023-11,19,20
2146,2023-12,27,29
2146,2024-01,19,24
2146,2024-02,23,24
2146,2024-03,26,63
2146,2024-04,39,58
2146,2024-05,42,49
2146,2024-06,40,43
2146,2024-07,23,25
2146,2024-08,28,37
2146,2024-09,44,53
2146,2024-10,39,97
2146,2024-11,49,81
2146,2024-12,35,36
2146,2025-01,31,33
2146,2025-02,30,33
2146,2025-03,23,26
2146,2025-04,33,45
2146,2025-05,22,30
2146,2025-06,32,42
2146,2025-07,29,46
2146,2025-08,32,42
2146,2025-09,25,29
2146,2025-10,40,40
2146,2025-11,17,17
2146,2025-12,21,21
2146,2026-01,2,2
2146,2026-02,17,18
2149,2020-01,94,122
2149,2020-02,84,104
2149,2020-03,67,106
2149,2020-04,54,83
2149,2020-05,46,48
2149,2020-06,41,46
2149,2020-07,39,54
2149,2020-08,34,35
2149,2020-09,64,71
2149,2020-10,55,61
2149,2020-11,73,145
2149,2020-12,93,106
2149,2021-01,66,67
2149,2021-02,92,129
2149,2021-03,92,95
2149,2021-04,77,80
2149,2021-05,124,134
2149,2021-06,95,102
2149,2021-07,84,85
2149,2021-08,56,57
2149,2021-09,113,131
2149,2021-10,134,144
2149,2021-11,127,151
2149,2021-12,150,179
2149,2022-01,150,158
2149,2022-02,178,214
2149,2022-03,216,237
2149,2022-04,206,223
2149,2022-05,237,296
2149,2022-06,171,189
2149,2022-07,124,191
2149,2022-08,147,177
2149,2022-09,166,198
2149,2022-10,170,192
2149,2022-11,167,187
2149,2022-12,141,151
2149,2023-01,157,191
2149,2023-02,173,201
2149,2023-03,201,219
2149,2023-04,131,151
2149,2023-05,217,263
2149,2023-06,159,170
2149,2023-07,152,164
2149,2023-08,172,178
2149,2023-09,152,170
2149,2023-10,210,227
2149,2023-11,158,162
2149,2023-12,164,167
2149,2024-01,137,154
2149,2024-02,154,161
2149,2024-03,227,240
2149,2024-04,177,184
2149,2024-05,194,203
2149,2024-06,175,189
2149,2024-07,100,110
2149,2024-08,141,143
2149,2024-09,174,180
2149,2024-10,177,182
2149,2024-11,196,241
2149,2024-12,148,155
2149,2025-01,141,155
2149,2025-02,128,133
2149,2025-03,125,143
2149,2025-04,137,180
2149,2025-05,104,120
2149,2025-06,97,179
2149,2025-07,99,113
2149,2025-08,102,111
2149,2025-09,122,169
2149,2025-10,126,131
2149,2025-11,89,95
2149,2025-12,106,110
2149,2026-01,23,23
2149,2026-02,71,106
2161,2020-01,12,14
2161,2020-02,27,62
2161,2020-03,11,11
2161,2020-04,4,4
2161,2020-05,14,16
2161,2020-06,12,12
2161,2020-07,9,13
2161,2020-08,17,17
2161,2020-09,16,20
2161,2020-10,14,16
2161,2020-11,15,15
2161,2020-12,21,35
2161,2021-01,17,32
2161,2021-02,10,10
2161,2021-03,17,21
2161,2021-04,24,30
2161,2021-05,23,31
2161,2021-06,30,32
2161,2021-07,14,14
2161,2021-08,16,16
2161,2021-09,32,41
2161,2021-10,26,26
2161,2021-11,23,26
2161,2021-12,19,24
2161,2022-01,35,47
2161,2022-02,28,28
2161,2022-03,29,43
2161,2022-04,17,20
2161,2022-05,20,24
2161,2022-06,19,23
2161,2022-07,15,18
2161,2022-08,11,18
2161,2022-09,23,28
2161,2022-10,9,9
2161,2022-11,14,14
2161,2022-12,3,3
2161,2023-01,4,4
2161,2023-02,12,15
2161,2023-03,6,6
2161,2023-04,10,12
2161,2023-05,14,15
2161,2023-06,10,10
2161,2023-07,13,22
2161,2023-08,10,10
2161,2023-09,8,8
2161,2023-10,19,24
2161,2023-11,12,12
2161,2023-12,5,5
2161,2024-01,7,9
2161,2024-02,11,14
2161,2024-03,13,15
2161,2024-04,6,7
2161,2024-05,9,9
2161,2024-06,12,12
2161,2024-07,7,8
2161,2024-08,7,7
2161,2024-09,14,17
2161,2024-10,11,12
2161,2024-11,5,6
2161,2024-12,8,8
2161,2025-01,8,10
2161,2025-02,11,12
2161,2025-03,10,13
2161,2025-04,19,21
2161,2025-05,7,8
2161,2025-06,13,14
2161,2025-07,4,5
2161,2025-08,5,5
2161,2025-09,9,10
2161,2025-10,9,9
2161,2025-11,10,11
2161,2025-12,18,18
2161,2026-01,2,2
2161,2026-02,6,6
2162,2020-01,9,15
2162,2020-02,13,14
2162,2020-03,8,9
2162,2020-04,3,4
2162,2020-05,4,6
2162,2020-06,3,4
2162,2020-07,6,8
2162,2020-08,2,2
2162,2020-09,3,4
2162,2020-10,6,6
2162,2020-11,10,11
2162,2020-12,7,11
2162,2021-01,4,4
2162,2021-02,9,9
2162,2021-03,7,7
2162,2021-04,7,7
2162,2021-05,12,12
2162,2021-06,7,8
2162,2021-07,9,11
2162,2021-08,3,3
2162,2021-09,12,12
2162,2021-10,6,7
2162,2021-11,8,12
2162,2021-12,23,24
2162,2022-01,9,12
2162,2022-02,11,12
2162,2022-03,16,16
2162,2022-04,11,12
2162,2022-05,7,7
2162,2022-06,5,5
2162,2022-07,7,7
2162,2022-08,8,8
2162,2022-09,5,5
2162,2022-10,7,8
2162,2022-11,4,4
2162,2022-12,16,18
2162,2023-01,4,4
2162,2023-02,7,7
2162,2023-03,13,13
2162,2023-04,5,5
2162,2023-05,7,8
2162,2023-06,7,7
2162,2023-07,5,6
2162,2023-08,7,8
2162,2023-09,2,2
2162,2023-10,8,8
2162,2023-11,7,9
2162,2023-12,6,6
2162,2024-01,11,11
2162,2024-02,3,3
2162,2024-03,3,3
2162,2024-04,11,15
2162,2024-05,5,5
2162,2024-06,2,2
2162,2024-07,2,2
2162,2024-08,2,2
2162,2024-09,4,5
2162,2024-10,9,9
2162,2024-11,3,3
2162,2024-12,6,6
2162,2025-01,3,3
2162,2025-02,5,5
2162,2025-03,4,4
2162,2025-04,5,8
2162,2025-05,4,5
2162,2025-06,5,14
2162,2025-07,6,7
2162,2025-08,4,5
2162,2025-09,8,8
2162,2025-10,3,3
2162,2025-11,7,7
2162,2025-12,8,10
2162,2026-01,5,5
2162,2026-02,4,5
2163,2020-01,20,23
2163,2020-02,21,24
2163,2020-03,27,32
2163,2020-04,6,6
2163,2020-05,22,24
2163,2020-06,15,17
2163,2020-07,3,3
2163,2020-08,8,8
2163,2020-09,12,14
2163,2020-10,28,34
2163,2020-11,28,31
2163,2020-12,33,33
2163,2021-01,23,25
2163,2021-02,32,34
2163,2021-03,36,44
2163,2021-04,31,34
2163,2021-05,24,30
2163,2021-06,27,29
2163,2021-07,14,14
2163,2021-08,27,32
2163,2021-09,15,16
2163,2021-10,27,29
2163,2021-11,35,40
2163,2021-12,64,79
2163,2022-01,13,17
2163,2022-02,24,27
2163,2022-03,32,39
2163,2022-04,28,30
2163,2022-05,24,30
2163,2022-06,17,26
2163,2022-07,17,18
2163,2022-08,15,20
2163,2022-09,18,23
2163,2022-10,12,13
2163,2022-11,12,14
2163,2022-12,24,28
2163,2023-01,13,21
2163,2023-02,16,19
2163,2023-03,22,29
2163,2023-04,13,16
2163,2023-05,23,28
2163,2023-06,23,23
2163,2023-07,6,6
2163,2023-08,15,19
2163,2023-09,19,21
2163,2023-10,14,18
2163,2023-11,13,16
2163,2023-12,12,15
2163,2024-01,15,17
2163,2024-02,16,26
2163,2024-03,18,23
2163,2024-04,19,22
2163,2024-05,14,15
2163,2024-06,11,13
2163,2024-07,10,10
2163,2024-08,11,15
2163,2024-09,12,12
2163,2024-10,17,20
2163,2024-11,14,17
2163,2024-12,21,23
2163,2025-01,7,7
2163,2025-02,16,20
2163,2025-03,18,19
2163,2025-04,16,16
2163,2025-05,19,20
2163,2025-06,14,17
2163,2025-07,9,10
2163,2025-08,10,10
2163,2025-09,13,13
2163,2025-10,16,18
2163,2025-11,14,16
2163,2025-12,19,23
2163,2026-01,2,2
2163,2026-02,10,14
2164,2020-01,31,40
2164,2020-02,31,39
2164,2020-03,23,31
2164,2020-04,30,54
2164,2020-05,31,46
2164,2020-06,18,22
2164,2020-07,16,22
2164,2020-08,15,17
2164,2020-09,18,26
2164,2020-10,39,54
2164,2020-11,31,32
2164,2020-12,20,24
2164,2021-01,27,38
2164,2021-02,28,41
2164,2021-03,47,61
