inr,expband,fresh,ssyk4,n
723d,21+,1,2330,
723d,21+,1,2341,
723d,21+,1,2351,
723d,21+,1,2359,6.0
723d,21+,1,2421,25.0
723d,21+,1,2422,52.0
723d,21+,1,2423,10.0
723d,21+,1,2431,
723d,21+,1,2432,
723d,21+,1,2511,9.0
723d,21+,1,2512,
723d,21+,1,2672,
723d,21+,1,3212,
723d,21+,1,3214,
723d,21+,1,3215,
723d,21+,1,3313,
723d,21+,1,3314,
723d,21+,1,3321,
723d,21+,1,3322,9.0
723d,21+,1,3323,
723d,21+,1,3335,
723d,21+,1,3353,
723d,21+,1,3354,
723d,21+,1,3359,
723d,21+,1,3422,
723d,21+,1,3449,
723d,21+,1,4112,
723d,21+,1,4119,
723d,21+,1,4225,
723d,21+,1,5144,
723d,21+,1,5149,
723d,21+,1,5221,
723d,21+,1,5223,
723d,21+,1,5311,
723d,21+,1,5324,
723d,21+,1,5343,
723d,21+,1,6112,
723d,21+,1,6121,
723d,21+,1,6130,
723d,21+,1,6210,19.0
723d,21+,1,7214,
723d,21+,1,7319,
723d,21+,1,7533,
723d,21+,1,9111,
723d,3-5,0,1512,
723d,3-5,0,2221,
723d,3-5,0,2226,5.0
723d,3-5,0,2228,30.0
723d,3-5,0,2231,
723d,3-5,0,2239,
723d,3-5,1,1511,
723d,3-5,1,1512,6.0
723d,3-5,1,1532,
723d,3-5,1,2211,
723d,3-5,1,2221,44.0
723d,3-5,1,2223,9.0
723d,3-5,1,2224,
723d,3-5,1,2226,16.0
723d,3-5,1,2227,15.0
723d,3-5,1,2228,395.0
723d,3-5,1,2232,
723d,3-5,1,2234,
723d,3-5,1,2239,12.0
723d,3-5,1,2289,
723d,3-5,1,2313,8.0
723d,3-5,1,2319,
723d,3-5,1,2359,
723d,3-5,1,2422,
723d,3-5,1,2512,
723d,3-5,1,3333,
723d,3-5,1,3343,
723d,3-5,1,4111,
723d,3-5,1,4321,
723d,3-5,1,8341,
723d,6-10,0,1512,
723d,6-10,0,1522,
723d,6-10,0,2211,
723d,6-10,0,2221,16.0
723d,6-10,0,2223,
723d,6-10,0,2226,5.0
723d,6-10,0,2227,
723d,6-10,0,2228,26.0
723d,6-10,0,2234,
723d,6-10,0,2239,
723d,6-10,0,3322,
723d,6-10,0,3449,
723d,6-10,0,4117,
723d,6-10,0,5326,
723d,6-10,0,5343,
723d,6-10,1,1412,
723d,6-10,1,1511,
723d,6-10,1,1512,33.0
723d,6-10,1,1532,
723d,6-10,1,1592,
723d,6-10,1,2221,120.0
723d,6-10,1,2223,16.0
723d,6-10,1,2224,
723d,6-10,1,2226,24.0
723d,6-10,1,2227,21.0
723d,6-10,1,2228,532.0
723d,6-10,1,2232,
723d,6-10,1,2233,
723d,6-10,1,2239,30.0
723d,6-10,1,2313,7.0
723d,6-10,1,2314,
723d,6-10,1,2319,7.0
723d,6-10,1,2359,
723d,6-10,1,2412,
723d,6-10,1,2421,
723d,6-10,1,2422,13.0
723d,6-10,1,2511,
723d,6-10,1,3215,
723d,6-10,1,3321,
723d,6-10,1,3322,
723d,6-10,1,3323,
723d,6-10,1,3353,
723d,6-10,1,4119,
723d,6-10,1,5227,
723d,6-10,1,5414,
723d,6-10,1,7233,
723d,6-10,1,8191,
723d,na,0,1222,
723d,na,0,1512,
723d,na,0,2133,
723d,na,0,2221,6.0
723d,na,0,2227,
723d,na,0,2228,
723d,na,0,2231,
723d,na,0,2234,
723d,na,0,2239,
723d,na,0,2422,
723d,na,0,2431,
723d,na,0,2432,
723d,na,0,3322,
723d,na,0,3411,
723d,na,0,4119,
723d,na,0,4222,
723d,na,0,5311,
723d,na,0,5321,
723d,na,0,5323,
723d,na,0,5330,
723d,na,0,5343,
723d,na,1,1230,
723d,na,1,1511,
723d,na,1,1512,11.0
723d,na,1,2221,18.0
723d,na,1,2223,6.0
723d,na,1,2225,
723d,na,1,2227,
723d,na,1,2228,50.0
723d,na,1,2231,
723d,na,1,2233,
723d,na,1,2239,5.0
723d,na,1,2313,
723d,na,1,2319,
723d,na,1,2412,
723d,na,1,2421,
723d,na,1,2422,
723d,na,1,3322,
723d,na,1,4119,
723d,na,1,5330,
723d,na,1,5349,
723d,na,1,6121,
723d,na,1,6130,
723e,0-2,0,2221,
723e,0-2,0,2231,7.0
723e,0-2,1,1512,
723e,0-2,1,1532,
723e,0-2,1,2221,16.0
723e,0-2,1,2223,
723e,0-2,1,2226,
723e,0-2,1,2227,
723e,0-2,1,2231,310.0
723e,0-2,1,2232,
723e,0-2,1,2239,
723e,0-2,1,2359,
723e,0-2,1,3423,
723e,11-20,0,1120,
723e,11-20,0,1252,
723e,11-20,0,1512,
723e,11-20,0,1532,
723e,11-20,0,2221,15.0
723e,11-20,0,2225,
723e,11-20,0,2227,
723e,11-20,0,2228,
723e,11-20,0,2231,52.0
723e,11-20,0,2239,
723e,11-20,0,2421,
723e,11-20,0,2422,
723e,11-20,0,3322,
723e,11-20,0,4119,
723e,11-20,0,5343,
723e,11-20,0,6130,
723e,11-20,0,8321,
723e,11-20,0,9111,
723e,11-20,1,1252,
723e,11-20,1,1292,
723e,11-20,1,1511,
723e,11-20,1,1512,40.0
723e,11-20,1,1532,
723e,11-20,1,2221,65.0
723e,11-20,1,2222,
723e,11-20,1,2223,6.0
723e,11-20,1,2224,
723e,11-20,1,2227,14.0
723e,11-20,1,2228,
723e,11-20,1,2231,461.0
723e,11-20,1,2233,
723e,11-20,1,2234,
723e,11-20,1,2235,
723e,11-20,1,2239,23.0
723e,11-20,1,2289,
723e,11-20,1,2313,
723e,11-20,1,2319,
723e,11-20,1,2320,
723e,11-20,1,2330,
723e,11-20,1,2359,
723e,11-20,1,2412,
723e,11-20,1,2422,10.0
723e,11-20,1,2431,
723e,11-20,1,2511,
723e,11-20,1,3322,
723e,11-20,1,3323,
723e,11-20,1,3360,
723e,11-20,1,3422,
723e,11-20,1,4114,
723e,11-20,1,4119,
723e,11-20,1,4224,
723e,11-20,1,5143,
723e,11-20,1,5321,
723e,11-20,1,5323,
723e,11-20,1,5342,
723e,21+,0,1120,
723e,21+,0,1222,
723e,21+,0,1251,
723e,21+,0,1252,7.0
723e,21+,0,1322,
723e,21+,0,1332,
723e,21+,0,1342,
723e,21+,0,1412,
723e,21+,0,1511,
723e,21+,0,1512,17.0
723e,21+,0,1532,
723e,21+,0,1591,
723e,21+,0,1592,
723e,21+,0,1722,
723e,21+,0,2182,
723e,21+,0,2211,
723e,21+,0,2221,58.0
723e,21+,0,2222,
723e,21+,0,2223,
723e,21+,0,2224,
723e,21+,0,2225,
723e,21+,0,2226,
723e,21+,0,2227,14.0
723e,21+,0,2228,
723e,21+,0,2231,232.0
723e,21+,0,2232,
723e,21+,0,2233,
723e,21+,0,2234,
723e,21+,0,2239,16.0
723e,21+,0,2289,
723e,21+,0,2320,
723e,21+,0,2330,
723e,21+,0,2359,
723e,21+,0,2411,
723e,21+,0,2413,
723e,21+,0,2421,6.0
723e,21+,0,2422,13.0
723e,21+,0,2423,
723e,21+,0,2431,
723e,21+,0,2511,
723e,21+,0,2512,
723e,21+,0,3211,
723e,21+,0,3312,
723e,21+,0,3314,
723e,21+,0,3322,28.0
723e,21+,0,3323,
723e,21+,0,3334,
723e,21+,0,3343,
723e,21+,0,3359,
723e,21+,0,3411,
723e,21+,0,3422,
723e,21+,0,3431,
723e,21+,0,4111,5.0
723e,21+,0,4116,
723e,21+,0,4119,6.0
723e,21+,0,4222,
723e,21+,0,4410,
723e,21+,0,5111,
723e,21+,0,5120,
723e,21+,0,5142,
723e,21+,0,5144,
723e,21+,0,5152,
723e,21+,0,5221,
723e,21+,0,5223,
723e,21+,0,5241,
723e,21+,0,5311,
723e,21+,0,5312,
723e,21+,0,5321,
723e,21+,0,5323,
723e,21+,0,5324,
723e,21+,0,5343,
723e,21+,0,5349,
723e,21+,0,6111,
723e,21+,0,6112,
723e,21+,0,6130,
723e,21+,0,7319,
723e,21+,0,9629,
723e,21+,1,1112,
723e,21+,1,1120,
723e,21+,1,1211,
723e,21+,1,1230,
723e,21+,1,1251,
723e,21+,1,1252,
723e,21+,1,1292,
723e,21+,1,1311,
723e,21+,1,1322,
723e,21+,1,1342,
723e,21+,1,1411,
723e,21+,1,1511,18.0
723e,21+,1,1512,59.0
723e,21+,1,1522,
723e,21+,1,1531,
723e,21+,1,1532,
723e,21+,1,1591,
723e,21+,1,1592,
723e,21+,1,1792,
723e,21+,1,2133,
723e,21+,1,2221,95.0
723e,21+,1,2223,
723e,21+,1,2224,
723e,21+,1,2225,
723e,21+,1,2226,
723e,21+,1,2227,25.0
723e,21+,1,2228,
723e,21+,1,2231,806.0
723e,21+,1,2232,
723e,21+,1,2233,
723e,21+,1,2234,
723e,21+,1,2235,
723e,21+,1,2239,54.0
723e,21+,1,2271,
723e,21+,1,2289,5.0
723e,21+,1,2319,
723e,21+,1,2320,
723e,21+,1,2330,
723e,21+,1,2341,
723e,21+,1,2359,
723e,21+,1,2421,14.0
723e,21+,1,2422,23.0
723e,21+,1,2423,5.0
723e,21+,1,2431,
723e,21+,1,2511,
723e,21+,1,2519,
723e,21+,1,3113,
723e,21+,1,3314,
723e,21+,1,3322,25.0
723e,21+,1,3323,7.0
723e,21+,1,3343,
723e,21+,1,3353,
723e,21+,1,3359,
723e,21+,1,3411,
723e,21+,1,3422,
723e,21+,1,3423,
723e,21+,1,3449,
723e,21+,1,3511,
723e,21+,1,4112,
723e,21+,1,4117,
723e,21+,1,4119,5.0
723e,21+,1,4221,
723e,21+,1,4225,
723e,21+,1,4226,
723e,21+,1,5149,
723e,21+,1,5311,
723e,21+,1,5321,5.0
723e,21+,1,5323,
723e,21+,1,5330,
723e,21+,1,5341,
723e,21+,1,5342,
723e,21+,1,5343,
723e,21+,1,6113,
723e,21+,1,6121,
723e,21+,1,6130,
723e,21+,1,6210,9.0
723e,21+,1,7223,
723e,21+,1,7420,
723e,21+,1,7533,
723e,21+,1,7534,
723e,21+,1,8112,
723e,21+,1,9520,
723e,21+,1,9621,
723e,21+,1,9629,
723e,3-5,0,1372,
723e,3-5,0,1512,
723e,3-5,0,2221,
723e,3-5,0,2223,
723e,3-5,0,2226,
723e,3-5,0,2227,
723e,3-5,0,2231,23.0
723e,3-5,0,2235,
723e,3-5,0,2423,
723e,3-5,0,3240,
723e,3-5,1,1512,
723e,3-5,1,1521,
723e,3-5,1,1592,
723e,3-5,1,2211,
723e,3-5,1,2221,32.0
723e,3-5,1,2223,5.0
723e,3-5,1,2224,
723e,3-5,1,2227,5.0
723e,3-5,1,2231,299.0
723e,3-5,1,2239,7.0
723e,3-5,1,2313,
723e,3-5,1,2422,
723e,3-5,1,3322,
723e,3-5,1,3360,
723e,3-5,1,4119,
723e,3-5,1,5311,
723e,3-5,1,5323,
723e,6-10,0,2221,17.0
723e,6-10,0,2223,
723e,6-10,0,2226,
723e,6-10,0,2227,
723e,6-10,0,2231,45.0
723e,6-10,0,2233,
723e,6-10,0,2239,
723e,6-10,0,2359,
723e,6-10,0,2422,
723e,6-10,1,1512,21.0
723e,6-10,1,1521,
723e,6-10,1,1522,
723e,6-10,1,1532,
723e,6-10,1,2211,
723e,6-10,1,2221,53.0
723e,6-10,1,2223,
723e,6-10,1,2224,
723e,6-10,1,2226,
723e,6-10,1,2227,11.0
723e,6-10,1,2231,498.0
723e,6-10,1,2233,
723e,6-10,1,2234,
723e,6-10,1,2235,
723e,6-10,1,2239,21.0
723e,6-10,1,2313,8.0
723e,6-10,1,2314,
723e,6-10,1,2319,
723e,6-10,1,2320,
723e,6-10,1,2330,
723e,6-10,1,2359,
723e,6-10,1,2421,
723e,6-10,1,2422,8.0
723e,6-10,1,3314,
723e,6-10,1,3321,
723e,6-10,1,3322,
723e,6-10,1,3323,
723e,6-10,1,3324,
723e,6-10,1,3343,
723e,6-10,1,3359,
723e,6-10,1,3411,
723e,6-10,1,4111,
723e,6-10,1,4117,
723e,6-10,1,4222,
723e,6-10,1,4410,
723e,6-10,1,5323,
723e,6-10,1,8350,
723e,na,0,1291,
723e,na,0,1512,
723e,na,0,2221,
723e,na,0,2231,17.0
723e,na,0,2239,
723e,na,0,2422,
723e,na,0,3514,
723e,na,0,4225,
723e,na,0,4410,
723e,na,0,5321,
723e,na,0,5323,
723e,na,0,5343,
723e,na,1,1511,
723e,na,1,1512,
723e,na,1,2221,
723e,na,1,2223,
723e,na,1,2231,20.0
723e,na,1,2422,
723e,na,1,2431,
723e,na,1,3322,
723e,na,1,3333,
723e,na,1,5321,
723e,na,1,5349,
723f,0-2,0,2221,
723f,0-2,0,2239,
723f,0-2,0,4114,
723f,0-2,1,1512,
723f,0-2,1,2221,53.0
723f,0-2,1,2223,
723f,0-2,1,2227,
723f,0-2,1,2239,20.0
723f,11-20,0,1113,
723f,11-20,0,2221,5.0
723f,11-20,0,2227,
723f,11-20,0,2422,
723f,11-20,1,1512,10.0
723f,11-20,1,2211,
723f,11-20,1,2221,62.0
723f,11-20,1,2223,
723f,11-20,1,2224,
723f,11-20,1,2225,
723f,11-20,1,2227,
723f,11-20,1,2239,15.0
723f,11-20,1,2422,5.0
723f,11-20,1,3314,
723f,21+,0,2221,
723f,21+,1,2221,
723f,21+,1,2239,
723f,21+,1,2422,
723f,3-5,0,2221,
723f,3-5,0,2239,
723f,3-5,1,1511,
723f,3-5,1,1512,8.0
723f,3-5,1,2221,62.0
723f,3-5,1,2223,
723f,3-5,1,2227,
723f,3-5,1,2228,
723f,3-5,1,2239,18.0
723f,3-5,1,2313,
723f,3-5,1,2319,
723f,3-5,1,2359,
723f,3-5,1,2422,
723f,3-5,1,2511,
723f,6-10,0,2221,
723f,6-10,0,2239,
723f,6-10,1,1512,5.0
723f,6-10,1,2221,45.0
723f,6-10,1,2223,
723f,6-10,1,2227,
723f,6-10,1,2239,14.0
723f,6-10,1,2319,
723f,6-10,1,2422,
723f,6-10,1,3215,
723g,0-2,0,2221,
723g,0-2,0,2239,
723g,0-2,1,1512,
723g,0-2,1,2211,
723g,0-2,1,2221,85.0
723g,0-2,1,2224,
723g,0-2,1,2227,
723g,0-2,1,2239,13.0
723g,0-2,1,2422,
723g,0-2,1,2511,
723g,11-20,0,2224,
723g,11-20,1,1511,
723g,11-20,1,1512,
723g,11-20,1,2221,10.0
723g,11-20,1,2227,
723g,11-20,1,2239,
723g,21+,0,1512,
723g,21+,1,2221,
723g,3-5,0,2221,
723g,3-5,0,2226,
723g,3-5,0,2239,
723g,3-5,1,1222,
723g,3-5,1,1512,
723g,3-5,1,2221,49.0
723g,3-5,1,2224,
723g,3-5,1,2227,
723g,3-5,1,2228,
723g,3-5,1,2239,12.0
723g,3-5,1,2313,
723g,3-5,1,2314,
723g,3-5,1,2421,
723g,3-5,1,2422,
723g,6-10,0,2226,
723g,6-10,1,2221,6.0
723h,0-2,0,1252,
723h,0-2,0,2211,
723h,0-2,0,2221,52.0
723h,0-2,0,2224,33.0
723h,0-2,0,2225,
723h,0-2,0,2226,
723h,0-2,0,2227,8.0
723h,0-2,0,2228,
723h,0-2,0,2233,
723h,0-2,0,2239,8.0
723h,0-2,0,2359,
723h,0-2,0,2421,
723h,0-2,0,4119,
723h,0-2,1,1230,
723h,0-2,1,1512,16.0
723h,0-2,1,1522,
723h,0-2,1,1532,7.0
723h,0-2,1,2211,5.0
723h,0-2,1,2221,142.0
723h,0-2,1,2223,
723h,0-2,1,2224,830.0
723h,0-2,1,2225,
723h,0-2,1,2226,8.0
723h,0-2,1,2227,35.0
723h,0-2,1,2228,5.0
723h,0-2,1,2231,
723h,0-2,1,2232,18.0
723h,0-2,1,2233,124.0
723h,0-2,1,2234,
723h,0-2,1,2239,20.0
723h,0-2,1,2313,6.0
723h,0-2,1,2319,
723h,0-2,1,2320,
723h,0-2,1,2422,
723h,0-2,1,3212,
723h,0-2,1,3314,
723h,0-2,1,3343,
723h,0-2,1,3411,
723h,0-2,1,4111,
723h,0-2,1,4112,
723h,0-2,1,4117,
723h,0-2,1,4119,
723h,0-2,1,5321,
723h,11-20,0,1120,
723h,11-20,0,1221,
723h,11-20,0,1222,
723h,11-20,0,1230,
723h,11-20,0,1291,
723h,11-20,0,1362,
723h,11-20,0,1412,
723h,11-20,0,1511,5.0
723h,11-20,0,1512,12.0
723h,11-20,0,1521,
723h,11-20,0,1522,
723h,11-20,0,1532,7.0
723h,11-20,0,1712,
723h,11-20,0,1732,
723h,11-20,0,2211,
723h,11-20,0,2221,68.0
723h,11-20,0,2222,
723h,11-20,0,2223,5.0
723h,11-20,0,2224,313.0
723h,11-20,0,2225,
723h,11-20,0,2227,25.0
723h,11-20,0,2228,
723h,11-20,0,2232,12.0
723h,11-20,0,2233,44.0
723h,11-20,0,2234,12.0
723h,11-20,0,2239,16.0
723h,11-20,0,2313,
723h,11-20,0,2319,
723h,11-20,0,2330,
723h,11-20,0,2341,
723h,11-20,0,2422,5.0
723h,11-20,0,2423,
723h,11-20,0,2432,
723h,11-20,0,2662,
723h,11-20,0,3240,
723h,11-20,0,3321,
723h,11-20,0,3322,
723h,11-20,0,3353,
723h,11-20,0,3424,
723h,11-20,0,4111,
723h,11-20,0,4112,
723h,11-20,0,4114,
723h,11-20,0,4119,
723h,11-20,0,5131,
723h,11-20,0,5222,
723h,11-20,0,5230,
723h,11-20,0,5241,
723h,11-20,0,5321,
723h,11-20,0,5343,
723h,11-20,0,6121,
723h,11-20,0,6130,
723h,11-20,0,8342,
723h,11-20,0,9111,
723h,11-20,0,9412,
723h,11-20,1,1112,
723h,11-20,1,1120,
723h,11-20,1,1212,
723h,11-20,1,1221,
723h,11-20,1,1230,
723h,11-20,1,1251,
723h,11-20,1,1252,
723h,11-20,1,1291,
723h,11-20,1,1292,
723h,11-20,1,1312,
723h,11-20,1,1332,
723h,11-20,1,1372,
723h,11-20,1,1412,
723h,11-20,1,1422,
723h,11-20,1,1511,48.0
723h,11-20,1,1512,141.0
723h,11-20,1,1521,7.0
723h,11-20,1,1522,
723h,11-20,1,1531,10.0
723h,11-20,1,1532,56.0
723h,11-20,1,1592,6.0
723h,11-20,1,2181,
723h,11-20,1,2183,
723h,11-20,1,2211,10.0
723h,11-20,1,2221,298.0
723h,11-20,1,2222,13.0
723h,11-20,1,2223,
723h,11-20,1,2224,1913.0
723h,11-20,1,2225,23.0
723h,11-20,1,2226,5.0
723h,11-20,1,2227,135.0
723h,11-20,1,2228,6.0
723h,11-20,1,2231,5.0
723h,11-20,1,2232,99.0
723h,11-20,1,2233,615.0
723h,11-20,1,2234,34.0
723h,11-20,1,2235,
723h,11-20,1,2239,191.0
723h,11-20,1,2273,
723h,11-20,1,2313,14.0
723h,11-20,1,2319,9.0
723h,11-20,1,2320,37.0
723h,11-20,1,2330,7.0
723h,11-20,1,2343,
723h,11-20,1,2351,
723h,11-20,1,2359,
723h,11-20,1,2421,24.0
723h,11-20,1,2422,49.0
723h,11-20,1,2511,6.0
723h,11-20,1,2512,
723h,11-20,1,2622,
723h,11-20,1,2661,
723h,11-20,1,2662,
723h,11-20,1,2669,7.0
723h,11-20,1,2672,
723h,11-20,1,3313,
723h,11-20,1,3321,
723h,11-20,1,3322,8.0
723h,11-20,1,3323,
723h,11-20,1,3359,
723h,11-20,1,3411,
723h,11-20,1,3424,
723h,11-20,1,3511,
723h,11-20,1,4117,
723h,11-20,1,4119,7.0
723h,11-20,1,4224,
723h,11-20,1,4225,
723h,11-20,1,5142,
723h,11-20,1,5144,
723h,11-20,1,5223,
723h,11-20,1,5226,
723h,11-20,1,5227,
723h,11-20,1,5312,
723h,11-20,1,5321,
723h,11-20,1,5324,
723h,11-20,1,5342,
723h,11-20,1,5343,
723h,11-20,1,5349,
723h,11-20,1,6111,
723h,11-20,1,6129,
723h,11-20,1,6130,
723h,11-20,1,6210,15.0
723h,11-20,1,7132,
723h,11-20,1,9629,
723h,21+,0,1111,
723h,21+,0,1112,
723h,21+,0,1113,
723h,21+,0,1211,
723h,21+,0,1222,
723h,21+,0,1230,
723h,21+,0,1252,
723h,21+,0,1292,
723h,21+,0,1322,
723h,21+,0,1332,
723h,21+,0,1422,
723h,21+,0,1511,18.0
723h,21+,0,1512,24.0
723h,21+,0,1522,
723h,21+,0,1531,5.0
723h,21+,0,1532,20.0
723h,21+,0,1592,
723h,21+,0,1792,
723h,21+,0,2142,
723h,21+,0,2145,
723h,21+,0,2183,
723h,21+,0,2211,
723h,21+,0,2221,202.0
723h,21+,0,2222,12.0
723h,21+,0,2224,982.0
723h,21+,0,2225,19.0
723h,21+,0,2226,
723h,21+,0,2227,96.0
723h,21+,0,2228,
723h,21+,0,2231,
723h,21+,0,2232,81.0
723h,21+,0,2233,215.0
723h,21+,0,2234,34.0
723h,21+,0,2235,
723h,21+,0,2239,90.0
723h,21+,0,2281,
723h,21+,0,2289,
723h,21+,0,2319,
723h,21+,0,2320,12.0
723h,21+,0,2330,
723h,21+,0,2341,
723h,21+,0,2342,
723h,21+,0,2359,
723h,21+,0,2411,
723h,21+,0,2419,
723h,21+,0,2421,6.0
723h,21+,0,2422,43.0
723h,21+,0,2423,5.0
723h,21+,0,2511,
723h,21+,0,2512,
723h,21+,0,2514,
723h,21+,0,2519,
723h,21+,0,2661,
723h,21+,0,2662,
723h,21+,0,2663,
723h,21+,0,2669,
723h,21+,0,2672,
723h,21+,0,3313,
723h,21+,0,3314,
723h,21+,0,3321,
723h,21+,0,3322,17.0
723h,21+,0,3323,
723h,21+,0,3324,
723h,21+,0,3333,
723h,21+,0,3343,
723h,21+,0,3359,
723h,21+,0,3411,
723h,21+,0,3422,
723h,21+,0,3431,
723h,21+,0,4111,7.0
723h,21+,0,4114,
723h,21+,0,4117,
723h,21+,0,4119,14.0
723h,21+,0,4222,
723h,21+,0,4322,
723h,21+,0,4430,
723h,21+,0,5120,
723h,21+,0,5221,
723h,21+,0,5223,
723h,21+,0,5311,
723h,21+,0,5321,
723h,21+,0,5323,
723h,21+,0,5324,
723h,21+,0,5341,
723h,21+,0,5342,
723h,21+,0,5343,44.0
723h,21+,0,5349,
723h,21+,0,6111,
723h,21+,0,6112,
723h,21+,0,6121,8.0
723h,21+,0,6122,
723h,21+,0,6130,30.0
723h,21+,0,8163,
723h,21+,0,8192,
723h,21+,0,8219,
723h,21+,0,9111,
723h,21+,0,9119,
723h,21+,0,9320,
723h,21+,0,9412,
723h,21+,0,9621,
723h,21+,1,1112,
723h,21+,1,1120,
723h,21+,1,1212,
723h,21+,1,1230,
723h,21+,1,1251,
723h,21+,1,1291,
723h,21+,1,1292,
723h,21+,1,1311,
723h,21+,1,1352,
723h,21+,1,1412,
723h,21+,1,1422,
723h,21+,1,1511,45.0
723h,21+,1,1512,93.0
723h,21+,1,1521,
723h,21+,1,1522,
723h,21+,1,1531,9.0
723h,21+,1,1532,31.0
723h,21+,1,1591,
723h,21+,1,1592,
723h,21+,1,1742,
723h,21+,1,2181,
723h,21+,1,2211,6.0
723h,21+,1,2213,
723h,21+,1,2221,248.0
723h,21+,1,2222,15.0
723h,21+,1,2223,6.0
723h,21+,1,2224,1479.0
723h,21+,1,2225,29.0
723h,21+,1,2227,105.0
723h,21+,1,2228,
723h,21+,1,2231,
723h,21+,1,2232,124.0
723h,21+,1,2233,445.0
723h,21+,1,2234,40.0
723h,21+,1,2235,
723h,21+,1,2239,172.0
723h,21+,1,2242,
723h,21+,1,2272,
723h,21+,1,2289,
723h,21+,1,2313,7.0
723h,21+,1,2319,
723h,21+,1,2320,25.0
723h,21+,1,2330,6.0
723h,21+,1,2341,
723h,21+,1,2351,
723h,21+,1,2359,
723h,21+,1,2419,
723h,21+,1,2421,37.0
723h,21+,1,2422,55.0
723h,21+,1,2423,
723h,21+,1,2511,8.0
723h,21+,1,2512,
723h,21+,1,2652,
723h,21+,1,2662,
723h,21+,1,2663,
723h,21+,1,2669,
723h,21+,1,2672,5.0
723h,21+,1,3119,
723h,21+,1,3213,
723h,21+,1,3230,5.0
723h,21+,1,3313,
723h,21+,1,3314,
723h,21+,1,3321,
723h,21+,1,3322,10.0
723h,21+,1,3323,
723h,21+,1,3335,
723h,21+,1,3353,
723h,21+,1,3359,
723h,21+,1,3411,
723h,21+,1,3421,
723h,21+,1,3422,
723h,21+,1,3424,
723h,21+,1,3449,
723h,21+,1,3511,
723h,21+,1,3513,
723h,21+,1,4111,
723h,21+,1,4112,
723h,21+,1,4117,
723h,21+,1,4119,7.0
723h,21+,1,4222,
723h,21+,1,4224,
723h,21+,1,4225,
723h,21+,1,5142,
723h,21+,1,5143,
723h,21+,1,5144,
723h,21+,1,5149,
723h,21+,1,5221,
723h,21+,1,5223,
723h,21+,1,5230,
723h,21+,1,5242,
723h,21+,1,5311,5.0
723h,21+,1,5321,9.0
723h,21+,1,5330,
723h,21+,1,5342,
723h,21+,1,5343,20.0
723h,21+,1,5349,5.0
723h,21+,1,6111,
723h,21+,1,6113,
723h,21+,1,6121,5.0
723h,21+,1,6129,
723h,21+,1,6130,14.0
723h,21+,1,6210,83.0
723h,21+,1,7111,
723h,21+,1,7319,
723h,21+,1,8173,
723h,21+,1,8331,
723h,21+,1,8341,
723h,21+,1,9111,
723h,21+,1,9119,
723h,21+,1,9520,
723h,21+,1,9629,
723h,3-5,0,1512,
723h,3-5,0,1532,
723h,3-5,0,2211,
723h,3-5,0,2221,16.0
723h,3-5,0,2223,
723h,3-5,0,2224,75.0
723h,3-5,0,2226,
723h,3-5,0,2227,
723h,3-5,0,2231,
723h,3-5,0,2232,
723h,3-5,0,2233,5.0
723h,3-5,0,2234,
723h,3-5,0,2239,
723h,3-5,0,2423,
723h,3-5,0,3215,
723h,3-5,0,3324,
723h,3-5,0,4322,
723h,3-5,0,5343,
723h,3-5,0,5349,
723h,3-5,0,6130,
723h,3-5,1,1252,
723h,3-5,1,1511,7.0
723h,3-5,1,1512,38.0
723h,3-5,1,1531,
723h,3-5,1,1532,15.0
723h,3-5,1,2149,
723h,3-5,1,2211,5.0
723h,3-5,1,2213,
723h,3-5,1,2221,146.0
723h,3-5,1,2222,
723h,3-5,1,2223,
723h,3-5,1,2224,1029.0
723h,3-5,1,2225,
723h,3-5,1,2226,12.0
723h,3-5,1,2227,49.0
723h,3-5,1,2228,
723h,3-5,1,2231,
723h,3-5,1,2232,44.0
723h,3-5,1,2233,220.0
723h,3-5,1,2234,6.0
723h,3-5,1,2235,
723h,3-5,1,2239,40.0
723h,3-5,1,2313,17.0
723h,3-5,1,2314,
723h,3-5,1,2319,13.0
723h,3-5,1,2320,
723h,3-5,1,2330,
723h,3-5,1,2341,
723h,3-5,1,2359,
723h,3-5,1,2421,7.0
723h,3-5,1,2422,5.0
723h,3-5,1,2511,
723h,3-5,1,2662,
723h,3-5,1,3314,
723h,3-5,1,3353,
723h,3-5,1,3411,
723h,3-5,1,4111,
723h,3-5,1,4117,
723h,3-5,1,4119,
723h,3-5,1,5149,
723h,3-5,1,5224,
723h,3-5,1,5321,
723h,3-5,1,5349,
723h,6-10,0,1292,
723h,6-10,0,1492,
723h,6-10,0,1511,
723h,6-10,0,1512,8.0
723h,6-10,0,1532,
723h,6-10,0,1592,
723h,6-10,0,2221,21.0
723h,6-10,0,2224,124.0
723h,6-10,0,2226,
723h,6-10,0,2227,
723h,6-10,0,2232,
723h,6-10,0,2233,14.0
723h,6-10,0,2234,
723h,6-10,0,2239,23.0
723h,6-10,0,2242,
723h,6-10,0,2319,
723h,6-10,0,2320,
723h,6-10,0,2422,
723h,6-10,0,2519,
723h,6-10,0,3322,
723h,6-10,0,3324,
723h,6-10,0,4111,
723h,6-10,0,5221,
723h,6-10,0,5223,
723h,6-10,0,5322,
723h,6-10,0,5343,
723h,6-10,0,6121,
723h,6-10,0,7233,
723h,6-10,0,8161,
723h,6-10,0,9412,
723h,6-10,1,1230,
723h,6-10,1,1292,
