age_group,expband,q_t,q_t1,same_code,enters_mgr,n,year
41-49,11-20,2,3,0,0,718.0,2020
41-49,11-20,2,3,0,1,269.0,2020
41-49,11-20,2,4,0,0,746.0,2020
41-49,11-20,2,4,0,1,52.0,2020
41-49,11-20,3,0,0,0,,2020
41-49,11-20,3,1,0,0,133.0,2020
41-49,11-20,3,1,0,1,5.0,2020
41-49,11-20,3,2,0,0,738.0,2020
41-49,11-20,3,2,0,1,32.0,2020
41-49,11-20,3,3,0,0,2233.0,2020
41-49,11-20,3,3,0,1,381.0,2020
41-49,11-20,3,3,1,0,43232.0,2020
41-49,11-20,3,4,0,0,2843.0,2020
41-49,11-20,3,4,0,1,199.0,2020
41-49,11-20,4,1,0,0,91.0,2020
41-49,11-20,4,1,0,1,,2020
41-49,11-20,4,2,0,0,597.0,2020
41-49,11-20,4,2,0,1,67.0,2020
41-49,11-20,4,3,0,0,2209.0,2020
41-49,11-20,4,3,0,1,886.0,2020
41-49,11-20,4,4,0,0,6865.0,2020
41-49,11-20,4,4,0,1,920.0,2020
41-49,11-20,4,4,1,0,77791.0,2020
41-49,21+,0,0,1,0,13.0,2020
41-49,21+,0,2,0,0,,2020
41-49,21+,1,0,0,0,,2020
41-49,21+,1,1,0,0,3424.0,2020
41-49,21+,1,1,0,1,,2020
41-49,21+,1,1,1,0,54732.0,2020
41-49,21+,1,2,0,0,2110.0,2020
41-49,21+,1,2,0,1,53.0,2020
41-49,21+,1,3,0,0,518.0,2020
41-49,21+,1,3,0,1,113.0,2020
41-49,21+,1,4,0,0,405.0,2020
41-49,21+,1,4,0,1,40.0,2020
41-49,21+,2,1,0,0,1940.0,2020
41-49,21+,2,1,0,1,,2020
41-49,21+,2,2,0,0,3383.0,2020
41-49,21+,2,2,0,1,133.0,2020
41-49,21+,2,2,1,0,78465.0,2020
41-49,21+,2,3,0,0,1382.0,2020
41-49,21+,2,3,0,1,400.0,2020
41-49,21+,2,4,0,0,1149.0,2020
41-49,21+,2,4,0,1,109.0,2020
41-49,21+,3,0,0,0,,2020
41-49,21+,3,1,0,0,454.0,2020
41-49,21+,3,2,0,0,1256.0,2020
41-49,21+,3,2,0,1,79.0,2020
41-49,21+,3,3,0,0,1927.0,2020
41-49,21+,3,3,0,1,335.0,2020
41-49,21+,3,3,1,0,44921.0,2020
41-49,21+,3,4,0,0,2559.0,2020
41-49,21+,3,4,0,1,260.0,2020
41-49,21+,4,1,0,0,226.0,2020
41-49,21+,4,1,0,1,,2020
41-49,21+,4,2,0,0,808.0,2020
41-49,21+,4,2,0,1,86.0,2020
41-49,21+,4,3,0,0,2022.0,2020
41-49,21+,4,3,0,1,645.0,2020
41-49,21+,4,4,0,0,5689.0,2020
41-49,21+,4,4,0,1,678.0,2020
41-49,21+,4,4,1,0,62405.0,2020
41-49,3-5,1,1,0,0,105.0,2020
41-49,3-5,1,1,1,0,1434.0,2020
41-49,3-5,1,2,0,0,84.0,2020
41-49,3-5,1,2,0,1,,2020
41-49,3-5,1,3,0,0,22.0,2020
41-49,3-5,1,4,0,0,20.0,2020
41-49,3-5,1,4,0,1,,2020
41-49,3-5,2,1,0,0,73.0,2020
41-49,3-5,2,2,0,0,403.0,2020
41-49,3-5,2,2,0,1,,2020
41-49,3-5,2,2,1,0,5416.0,2020
41-49,3-5,2,3,0,0,127.0,2020
41-49,3-5,2,3,0,1,55.0,2020
41-49,3-5,2,4,0,0,96.0,2020
41-49,3-5,2,4,0,1,6.0,2020
41-49,3-5,3,1,0,0,21.0,2020
41-49,3-5,3,2,0,0,116.0,2020
41-49,3-5,3,2,0,1,,2020
41-49,3-5,3,3,0,0,281.0,2020
41-49,3-5,3,3,0,1,55.0,2020
41-49,3-5,3,3,1,0,5900.0,2020
41-49,3-5,3,4,0,0,286.0,2020
41-49,3-5,3,4,0,1,8.0,2020
41-49,3-5,4,1,0,0,10.0,2020
41-49,3-5,4,2,0,0,83.0,2020
41-49,3-5,4,2,0,1,,2020
41-49,3-5,4,3,0,0,256.0,2020
41-49,3-5,4,3,0,1,56.0,2020
41-49,3-5,4,4,0,0,553.0,2020
41-49,3-5,4,4,0,1,50.0,2020
41-49,3-5,4,4,1,0,6812.0,2020
41-49,6-10,0,0,1,0,,2020
41-49,6-10,1,1,0,0,139.0,2020
41-49,6-10,1,1,1,0,2582.0,2020
41-49,6-10,1,2,0,0,114.0,2020
41-49,6-10,1,2,0,1,,2020
41-49,6-10,1,3,0,0,52.0,2020
41-49,6-10,1,3,0,1,8.0,2020
41-49,6-10,1,4,0,0,30.0,2020
41-49,6-10,1,4,0,1,,2020
41-49,6-10,2,1,0,0,130.0,2020
41-49,6-10,2,1,0,1,,2020
41-49,6-10,2,2,0,0,605.0,2020
41-49,6-10,2,2,0,1,10.0,2020
41-49,6-10,2,2,1,0,9695.0,2020
41-49,6-10,2,3,0,0,224.0,2020
41-49,6-10,2,3,0,1,113.0,2020
41-49,6-10,2,4,0,0,210.0,2020
41-49,6-10,2,4,0,1,9.0,2020
41-49,6-10,3,1,0,0,43.0,2020
41-49,6-10,3,2,0,0,230.0,2020
41-49,6-10,3,2,0,1,,2020
41-49,6-10,3,3,0,0,601.0,2020
41-49,6-10,3,3,0,1,129.0,2020
41-49,6-10,3,3,1,0,12462.0,2020
41-49,6-10,3,4,0,0,665.0,2020
41-49,6-10,3,4,0,1,29.0,2020
41-49,6-10,4,1,0,0,27.0,2020
41-49,6-10,4,2,0,0,146.0,2020
41-49,6-10,4,2,0,1,10.0,2020
41-49,6-10,4,3,0,0,474.0,2020
41-49,6-10,4,3,0,1,151.0,2020
41-49,6-10,4,4,0,0,1237.0,2020
41-49,6-10,4,4,0,1,144.0,2020
41-49,6-10,4,4,1,0,16000.0,2020
41-49,na,0,0,1,0,,2020
41-49,na,1,1,0,0,1726.0,2020
41-49,na,1,1,1,0,27536.0,2020
41-49,na,1,2,0,0,1017.0,2020
41-49,na,1,2,0,1,9.0,2020
41-49,na,1,3,0,0,173.0,2020
41-49,na,1,3,0,1,29.0,2020
41-49,na,1,4,0,0,87.0,2020
41-49,na,1,4,0,1,8.0,2020
41-49,na,2,1,0,0,1005.0,2020
41-49,na,2,2,0,0,1756.0,2020
41-49,na,2,2,0,1,21.0,2020
41-49,na,2,2,1,0,36432.0,2020
41-49,na,2,3,0,0,373.0,2020
41-49,na,2,3,0,1,75.0,2020
41-49,na,2,4,0,0,252.0,2020
41-49,na,2,4,0,1,18.0,2020
41-49,na,3,1,0,0,138.0,2020
41-49,na,3,2,0,0,395.0,2020
41-49,na,3,2,0,1,15.0,2020
41-49,na,3,3,0,0,516.0,2020
41-49,na,3,3,0,1,98.0,2020
41-49,na,3,3,1,0,12061.0,2020
41-49,na,3,4,0,0,379.0,2020
41-49,na,3,4,0,1,34.0,2020
41-49,na,4,1,0,0,81.0,2020
41-49,na,4,2,0,0,159.0,2020
41-49,na,4,2,0,1,6.0,2020
41-49,na,4,3,0,0,305.0,2020
41-49,na,4,3,0,1,69.0,2020
41-49,na,4,4,0,0,839.0,2020
41-49,na,4,4,0,1,80.0,2020
41-49,na,4,4,1,0,8725.0,2020
50+,0-2,1,1,0,0,43.0,2020
50+,0-2,1,1,1,0,714.0,2020
50+,0-2,1,2,0,0,62.0,2020
50+,0-2,1,3,0,0,17.0,2020
50+,0-2,1,3,0,1,,2020
50+,0-2,1,4,0,0,8.0,2020
50+,0-2,2,1,0,0,42.0,2020
50+,0-2,2,2,0,0,180.0,2020
50+,0-2,2,2,1,0,2636.0,2020
50+,0-2,2,3,0,0,95.0,2020
50+,0-2,2,3,0,1,19.0,2020
50+,0-2,2,4,0,0,84.0,2020
50+,0-2,2,4,0,1,,2020
50+,0-2,3,1,0,0,10.0,2020
50+,0-2,3,2,0,0,81.0,2020
50+,0-2,3,2,0,1,,2020
50+,0-2,3,3,0,0,111.0,2020
50+,0-2,3,3,0,1,21.0,2020
50+,0-2,3,3,1,0,2737.0,2020
50+,0-2,3,4,0,0,168.0,2020
50+,0-2,3,4,0,1,,2020
50+,0-2,4,1,0,0,12.0,2020
50+,0-2,4,2,0,0,35.0,2020
50+,0-2,4,3,0,0,150.0,2020
50+,0-2,4,3,0,1,20.0,2020
50+,0-2,4,4,0,0,154.0,2020
50+,0-2,4,4,0,1,13.0,2020
50+,0-2,4,4,1,0,2805.0,2020
50+,11-20,0,0,1,0,,2020
50+,11-20,1,1,0,0,230.0,2020
50+,11-20,1,1,1,0,6180.0,2020
50+,11-20,1,2,0,0,217.0,2020
50+,11-20,1,2,0,1,,2020
50+,11-20,1,3,0,0,57.0,2020
50+,11-20,1,3,0,1,10.0,2020
50+,11-20,1,4,0,0,52.0,2020
50+,11-20,1,4,0,1,6.0,2020
50+,11-20,2,1,0,0,234.0,2020
50+,11-20,2,2,0,0,1186.0,2020
50+,11-20,2,2,0,1,8.0,2020
50+,11-20,2,2,1,0,23690.0,2020
50+,11-20,2,3,0,0,342.0,2020
50+,11-20,2,3,0,1,131.0,2020
50+,11-20,2,4,0,0,325.0,2020
50+,11-20,2,4,0,1,19.0,2020
50+,11-20,3,1,0,0,86.0,2020
50+,11-20,3,2,0,0,504.0,2020
50+,11-20,3,2,0,1,7.0,2020
50+,11-20,3,3,0,0,1001.0,2020
50+,11-20,3,3,0,1,138.0,2020
50+,11-20,3,3,1,0,26804.0,2020
50+,11-20,3,4,0,0,1123.0,2020
50+,11-20,3,4,0,1,40.0,2020
50+,11-20,4,1,0,0,62.0,2020
50+,11-20,4,2,0,0,307.0,2020
50+,11-20,4,2,0,1,8.0,2020
50+,11-20,4,3,0,0,894.0,2020
50+,11-20,4,3,0,1,184.0,2020
50+,11-20,4,4,0,0,2042.0,2020
50+,11-20,4,4,0,1,199.0,2020
50+,11-20,4,4,1,0,35125.0,2020
50+,21+,0,0,1,0,44.0,2020
50+,21+,0,2,0,0,,2020
50+,21+,0,3,0,0,,2020
50+,21+,0,4,0,0,,2020
50+,21+,1,1,0,0,5589.0,2020
50+,21+,1,1,0,1,5.0,2020
50+,21+,1,1,1,0,118307.0,2020
50+,21+,1,2,0,0,3019.0,2020
50+,21+,1,2,0,1,25.0,2020
50+,21+,1,3,0,0,670.0,2020
50+,21+,1,3,0,1,120.0,2020
50+,21+,1,4,0,0,485.0,2020
50+,21+,1,4,0,1,35.0,2020
50+,21+,2,1,0,0,2881.0,2020
50+,21+,2,1,0,1,,2020
50+,21+,2,2,0,0,5472.0,2020
50+,21+,2,2,0,1,105.0,2020
50+,21+,2,2,1,0,169256.0,2020
50+,21+,2,3,0,0,1961.0,2020
50+,21+,2,3,0,1,521.0,2020
50+,21+,2,4,0,0,1652.0,2020
50+,21+,2,4,0,1,117.0,2020
50+,21+,3,0,0,0,,2020
50+,21+,3,1,0,0,933.0,2020
50+,21+,3,1,0,1,,2020
50+,21+,3,2,0,0,2705.0,2020
50+,21+,3,2,0,1,82.0,2020
50+,21+,3,3,0,0,4124.0,2020
50+,21+,3,3,0,1,453.0,2020
50+,21+,3,3,1,0,119629.0,2020
50+,21+,3,4,0,0,5203.0,2020
50+,21+,3,4,0,1,371.0,2020
50+,21+,4,1,0,0,549.0,2020
50+,21+,4,1,0,1,5.0,2020
50+,21+,4,2,0,0,1600.0,2020
50+,21+,4,2,0,1,107.0,2020
50+,21+,4,3,0,0,3867.0,2020
50+,21+,4,3,0,1,988.0,2020
50+,21+,4,4,0,0,11242.0,2020
50+,21+,4,4,0,1,1003.0,2020
50+,21+,4,4,1,0,166638.0,2020
50+,3-5,1,1,0,0,58.0,2020
50+,3-5,1,1,1,0,980.0,2020
50+,3-5,1,2,0,0,43.0,2020
50+,3-5,1,3,0,0,,2020
50+,3-5,1,4,0,0,11.0,2020
50+,3-5,1,4,0,1,,2020
50+,3-5,2,1,0,0,31.0,2020
50+,3-5,2,2,0,0,223.0,2020
50+,3-5,2,2,0,1,,2020
50+,3-5,2,2,1,0,3460.0,2020
50+,3-5,2,3,0,0,70.0,2020
50+,3-5,2,3,0,1,14.0,2020
50+,3-5,2,4,0,0,43.0,2020
50+,3-5,2,4,0,1,,2020
50+,3-5,3,1,0,0,13.0,2020
50+,3-5,3,2,0,0,70.0,2020
50+,3-5,3,2,0,1,,2020
50+,3-5,3,3,0,0,151.0,2020
50+,3-5,3,3,0,1,24.0,2020
50+,3-5,3,3,1,0,3966.0,2020
50+,3-5,3,4,0,0,172.0,2020
50+,3-5,3,4,0,1,,2020
50+,3-5,4,1,0,0,10.0,2020
50+,3-5,4,2,0,0,42.0,2020
50+,3-5,4,2,0,1,,2020
50+,3-5,4,3,0,0,120.0,2020
50+,3-5,4,3,0,1,19.0,2020
50+,3-5,4,4,0,0,202.0,2020
50+,3-5,4,4,0,1,19.0,2020
50+,3-5,4,4,1,0,3971.0,2020
50+,6-10,0,0,1,0,,2020
50+,6-10,1,1,0,0,72.0,2020
50+,6-10,1,1,1,0,2224.0,2020
50+,6-10,1,2,0,0,98.0,2020
50+,6-10,1,2,0,1,,2020
50+,6-10,1,3,0,0,20.0,2020
50+,6-10,1,3,0,1,,2020
50+,6-10,1,4,0,0,16.0,2020
50+,6-10,2,1,0,0,82.0,2020
50+,6-10,2,2,0,0,446.0,2020
50+,6-10,2,2,0,1,,2020
50+,6-10,2,2,1,0,7850.0,2020
50+,6-10,2,3,0,0,116.0,2020
50+,6-10,2,3,0,1,42.0,2020
50+,6-10,2,4,0,0,93.0,2020
50+,6-10,2,4,0,1,7.0,2020
50+,6-10,3,1,0,0,21.0,2020
50+,6-10,3,2,0,0,169.0,2020
50+,6-10,3,2,0,1,,2020
50+,6-10,3,3,0,0,330.0,2020
50+,6-10,3,3,0,1,44.0,2020
50+,6-10,3,3,1,0,9001.0,2020
50+,6-10,3,4,0,0,320.0,2020
50+,6-10,3,4,0,1,8.0,2020
50+,6-10,4,1,0,0,17.0,2020
50+,6-10,4,2,0,0,89.0,2020
50+,6-10,4,3,0,0,276.0,2020
50+,6-10,4,3,0,1,55.0,2020
50+,6-10,4,4,0,0,472.0,2020
50+,6-10,4,4,0,1,48.0,2020
50+,6-10,4,4,1,0,8921.0,2020
50+,na,0,0,1,0,8.0,2020
50+,na,1,1,0,0,3377.0,2020
50+,na,1,1,0,1,,2020
50+,na,1,1,1,0,78166.0,2020
50+,na,1,2,0,0,1813.0,2020
50+,na,1,2,0,1,19.0,2020
50+,na,1,3,0,0,336.0,2020
50+,na,1,3,0,1,58.0,2020
50+,na,1,4,0,0,187.0,2020
50+,na,1,4,0,1,10.0,2020
50+,na,2,0,0,0,,2020
50+,na,2,1,0,0,1723.0,2020
50+,na,2,1,0,1,,2020
50+,na,2,2,0,0,2969.0,2020
50+,na,2,2,0,1,27.0,2020
50+,na,2,2,1,0,92519.0,2020
50+,na,2,3,0,0,640.0,2020
50+,na,2,3,0,1,86.0,2020
50+,na,2,4,0,0,406.0,2020
50+,na,2,4,0,1,25.0,2020
50+,na,3,1,0,0,353.0,2020
50+,na,3,2,0,0,784.0,2020
50+,na,3,2,0,1,18.0,2020
50+,na,3,3,0,0,900.0,2020
50+,na,3,3,0,1,115.0,2020
50+,na,3,3,1,0,26780.0,2020
50+,na,3,4,0,0,831.0,2020
50+,na,3,4,0,1,52.0,2020
50+,na,4,1,0,0,194.0,2020
50+,na,4,1,0,1,,2020
50+,na,4,2,0,0,413.0,2020
50+,na,4,2,0,1,11.0,2020
50+,na,4,3,0,0,669.0,2020
50+,na,4,3,0,1,124.0,2020
50+,na,4,4,0,0,1662.0,2020
50+,na,4,4,0,1,118.0,2020
50+,na,4,4,1,0,26730.0,2020
22-25,0-2,0,3,0,0,,2021
22-25,0-2,1,1,0,0,738.0,2021
22-25,0-2,1,1,1,0,5126.0,2021
22-25,0-2,1,2,0,0,1492.0,2021
22-25,0-2,1,2,0,1,19.0,2021
22-25,0-2,1,3,0,0,540.0,2021
22-25,0-2,1,3,0,1,24.0,2021
22-25,0-2,1,4,0,0,774.0,2021
22-25,0-2,1,4,0,1,9.0,2021
22-25,0-2,2,0,0,0,,2021
22-25,0-2,2,1,0,0,1065.0,2021
22-25,0-2,2,1,0,1,,2021
22-25,0-2,2,2,0,0,2711.0,2021
22-25,0-2,2,2,0,1,7.0,2021
22-25,0-2,2,2,1,0,16391.0,2021
22-25,0-2,2,3,0,0,1741.0,2021
22-25,0-2,2,3,0,1,64.0,2021
22-25,0-2,2,4,0,0,2250.0,2021
22-25,0-2,2,4,0,1,17.0,2021
22-25,0-2,3,1,0,0,152.0,2021
22-25,0-2,3,2,0,0,548.0,2021
22-25,0-2,3,2,0,1,10.0,2021
22-25,0-2,3,3,0,0,834.0,2021
22-25,0-2,3,3,0,1,32.0,2021
22-25,0-2,3,3,1,0,6522.0,2021
22-25,0-2,3,4,0,0,1501.0,2021
22-25,0-2,3,4,0,1,10.0,2021
22-25,0-2,4,1,0,0,126.0,2021
22-25,0-2,4,2,0,0,461.0,2021
22-25,0-2,4,2,0,1,,2021
22-25,0-2,4,3,0,0,802.0,2021
22-25,0-2,4,3,0,1,56.0,2021
22-25,0-2,4,4,0,0,2794.0,2021
22-25,0-2,4,4,0,1,44.0,2021
22-25,0-2,4,4,1,0,10887.0,2021
22-25,11-20,1,1,1,0,9.0,2021
22-25,11-20,1,2,0,0,,2021
22-25,11-20,1,2,0,1,,2021
22-25,11-20,2,1,0,0,,2021
22-25,11-20,2,2,0,0,,2021
22-25,11-20,2,2,1,0,11.0,2021
22-25,11-20,4,4,1,0,,2021
22-25,3-5,0,0,1,0,,2021
22-25,3-5,0,1,0,0,,2021
22-25,3-5,0,4,0,0,,2021
22-25,3-5,1,1,0,0,1988.0,2021
22-25,3-5,1,1,1,0,15266.0,2021
22-25,3-5,1,2,0,0,1588.0,2021
22-25,3-5,1,2,0,1,66.0,2021
22-25,3-5,1,3,0,0,347.0,2021
22-25,3-5,1,3,0,1,24.0,2021
22-25,3-5,1,4,0,0,323.0,2021
22-25,3-5,1,4,0,1,,2021
22-25,3-5,2,1,0,0,1780.0,2021
22-25,3-5,2,2,0,0,3128.0,2021
22-25,3-5,2,2,0,1,23.0,2021
22-25,3-5,2,2,1,0,25674.0,2021
22-25,3-5,2,3,0,0,941.0,2021
22-25,3-5,2,3,0,1,49.0,2021
22-25,3-5,2,4,0,0,858.0,2021
22-25,3-5,2,4,0,1,14.0,2021
22-25,3-5,3,1,0,0,245.0,2021
22-25,3-5,3,2,0,0,629.0,2021
22-25,3-5,3,2,0,1,16.0,2021
22-25,3-5,3,3,0,0,354.0,2021
22-25,3-5,3,3,0,1,29.0,2021
22-25,3-5,3,3,1,0,4100.0,2021
22-25,3-5,3,4,0,0,471.0,2021
22-25,3-5,3,4,0,1,18.0,2021
22-25,3-5,4,1,0,0,154.0,2021
22-25,3-5,4,2,0,0,377.0,2021
22-25,3-5,4,2,0,1,,2021
22-25,3-5,4,3,0,0,445.0,2021
22-25,3-5,4,3,0,1,20.0,2021
22-25,3-5,4,4,0,0,702.0,2021
22-25,3-5,4,4,0,1,10.0,2021
22-25,3-5,4,4,1,0,4053.0,2021
22-25,6-10,1,1,0,0,766.0,2021
22-25,6-10,1,1,1,0,5894.0,2021
22-25,6-10,1,2,0,0,615.0,2021
22-25,6-10,1,2,0,1,29.0,2021
22-25,6-10,1,3,0,0,149.0,2021
22-25,6-10,1,3,0,1,6.0,2021
22-25,6-10,1,4,0,0,116.0,2021
22-25,6-10,1,4,0,1,,2021
22-25,6-10,2,1,0,0,604.0,2021
22-25,6-10,2,2,0,0,1073.0,2021
22-25,6-10,2,2,0,1,9.0,2021
22-25,6-10,2,2,1,0,9251.0,2021
22-25,6-10,2,3,0,0,286.0,2021
22-25,6-10,2,3,0,1,22.0,2021
22-25,6-10,2,4,0,0,260.0,2021
22-25,6-10,2,4,0,1,,2021
22-25,6-10,3,0,0,0,,2021
22-25,6-10,3,1,0,0,83.0,2021
22-25,6-10,3,2,0,0,188.0,2021
22-25,6-10,3,2,0,1,,2021
22-25,6-10,3,3,0,0,129.0,2021
22-25,6-10,3,3,0,1,7.0,2021
22-25,6-10,3,3,1,0,1453.0,2021
22-25,6-10,3,4,0,0,150.0,2021
22-25,6-10,3,4,0,1,5.0,2021
22-25,6-10,4,1,0,0,46.0,2021
22-25,6-10,4,2,0,0,97.0,2021
22-25,6-10,4,2,0,1,,2021
22-25,6-10,4,3,0,0,116.0,2021
22-25,6-10,4,3,0,1,17.0,2021
22-25,6-10,4,4,0,0,221.0,2021
22-25,6-10,4,4,0,1,,2021
22-25,6-10,4,4,1,0,1353.0,2021
22-25,na,1,1,0,0,635.0,2021
22-25,na,1,1,1,0,3475.0,2021
22-25,na,1,2,0,0,653.0,2021
22-25,na,1,2,0,1,15.0,2021
22-25,na,1,3,0,0,43.0,2021
22-25,na,1,4,0,0,29.0,2021
22-25,na,2,1,0,0,635.0,2021
22-25,na,2,2,0,0,1595.0,2021
22-25,na,2,2,0,1,,2021
22-25,na,2,2,1,0,7463.0,2021
22-25,na,2,3,0,0,106.0,2021
22-25,na,2,3,0,1,,2021
22-25,na,2,4,0,0,61.0,2021
22-25,na,3,1,0,0,42.0,2021
22-25,na,3,2,0,0,123.0,2021
22-25,na,3,2,0,1,,2021
22-25,na,3,3,0,0,31.0,2021
22-25,na,3,3,0,1,,2021
22-25,na,3,3,1,0,281.0,2021
22-25,na,3,4,0,0,46.0,2021
22-25,na,3,4,0,1,,2021
22-25,na,4,1,0,0,11.0,2021
22-25,na,4,2,0,0,34.0,2021
22-25,na,4,3,0,0,30.0,2021
22-25,na,4,3,0,1,,2021
22-25,na,4,4,0,0,84.0,2021
22-25,na,4,4,1,0,610.0,2021
26-30,0-2,0,0,1,0,,2021
26-30,0-2,0,4,0,0,,2021
26-30,0-2,1,0,0,0,,2021
26-30,0-2,1,1,0,0,355.0,2021
26-30,0-2,1,1,1,0,3487.0,2021
26-30,0-2,1,2,0,0,783.0,2021
26-30,0-2,1,2,0,1,13.0,2021
26-30,0-2,1,3,0,0,451.0,2021
26-30,0-2,1,3,0,1,14.0,2021
26-30,0-2,1,4,0,0,636.0,2021
26-30,0-2,1,4,0,1,10.0,2021
26-30,0-2,2,1,0,0,446.0,2021
26-30,0-2,2,2,0,0,1857.0,2021
26-30,0-2,2,2,0,1,17.0,2021
26-30,0-2,2,2,1,0,15457.0,2021
26-30,0-2,2,3,0,0,1602.0,2021
26-30,0-2,2,3,0,1,135.0,2021
26-30,0-2,2,4,0,0,1980.0,2021
26-30,0-2,2,4,0,1,29.0,2021
26-30,0-2,3,1,0,0,112.0,2021
26-30,0-2,3,2,0,0,550.0,2021
26-30,0-2,3,2,0,1,19.0,2021
26-30,0-2,3,3,0,0,2363.0,2021
26-30,0-2,3,3,0,1,68.0,2021
26-30,0-2,3,3,1,0,13808.0,2021
26-30,0-2,3,4,0,0,2125.0,2021
26-30,0-2,3,4,0,1,27.0,2021
26-30,0-2,4,1,0,0,84.0,2021
26-30,0-2,4,1,0,1,,2021
26-30,0-2,4,2,0,0,448.0,2021
26-30,0-2,4,2,0,1,8.0,2021
26-30,0-2,4,3,0,0,1330.0,2021
26-30,0-2,4,3,0,1,148.0,2021
26-30,0-2,4,4,0,0,4718.0,2021
26-30,0-2,4,4,0,1,121.0,2021
26-30,0-2,4,4,1,0,24756.0,2021
26-30,11-20,0,0,1,0,,2021
26-30,11-20,0,1,0,0,,2021
26-30,11-20,0,2,0,0,,2021
26-30,11-20,1,1,0,0,712.0,2021
26-30,11-20,1,1,1,0,7520.0,2021
26-30,11-20,1,2,0,0,488.0,2021
26-30,11-20,1,2,0,1,14.0,2021
26-30,11-20,1,3,0,0,145.0,2021
26-30,11-20,1,3,0,1,18.0,2021
26-30,11-20,1,4,0,0,117.0,2021
26-30,11-20,1,4,0,1,,2021
26-30,11-20,2,1,0,0,490.0,2021
26-30,11-20,2,2,0,0,928.0,2021
26-30,11-20,2,2,0,1,22.0,2021
26-30,11-20,2,2,1,0,10213.0,2021
26-30,11-20,2,3,0,0,314.0,2021
26-30,11-20,2,3,0,1,50.0,2021
26-30,11-20,2,4,0,0,262.0,2021
26-30,11-20,2,4,0,1,14.0,2021
26-30,11-20,3,1,0,0,82.0,2021
26-30,11-20,3,2,0,0,193.0,2021
26-30,11-20,3,2,0,1,12.0,2021
26-30,11-20,3,3,0,0,144.0,2021
26-30,11-20,3,3,0,1,20.0,2021
26-30,11-20,3,3,1,0,2217.0,2021
26-30,11-20,3,4,0,0,204.0,2021
26-30,11-20,3,4,0,1,11.0,2021
26-30,11-20,4,0,0,0,,2021
26-30,11-20,4,1,0,0,34.0,2021
26-30,11-20,4,2,0,0,107.0,2021
26-30,11-20,4,2,0,1,,2021
26-30,11-20,4,3,0,0,155.0,2021
26-30,11-20,4,3,0,1,32.0,2021
26-30,11-20,4,4,0,0,312.0,2021
26-30,11-20,4,4,0,1,21.0,2021
26-30,11-20,4,4,1,0,2176.0,2021
26-30,3-5,1,1,0,0,278.0,2021
26-30,3-5,1,1,1,0,3290.0,2021
26-30,3-5,1,2,0,0,329.0,2021
26-30,3-5,1,2,0,1,13.0,2021
26-30,3-5,1,3,0,0,145.0,2021
26-30,3-5,1,3,0,1,6.0,2021
26-30,3-5,1,4,0,0,159.0,2021
26-30,3-5,1,4,0,1,6.0,2021
26-30,3-5,2,1,0,0,287.0,2021
26-30,3-5,2,1,0,1,,2021
26-30,3-5,2,2,0,0,1287.0,2021
26-30,3-5,2,2,0,1,17.0,2021
26-30,3-5,2,2,1,0,12114.0,2021
26-30,3-5,2,3,0,0,527.0,2021
26-30,3-5,2,3,0,1,130.0,2021
26-30,3-5,2,4,0,0,618.0,2021
26-30,3-5,2,4,0,1,22.0,2021
26-30,3-5,3,1,0,0,63.0,2021
26-30,3-5,3,1,0,1,,2021
26-30,3-5,3,2,0,0,356.0,2021
26-30,3-5,3,2,0,1,16.0,2021
26-30,3-5,3,3,0,0,883.0,2021
26-30,3-5,3,3,0,1,95.0,2021
26-30,3-5,3,3,1,0,13268.0,2021
26-30,3-5,3,4,0,0,1320.0,2021
26-30,3-5,3,4,0,1,50.0,2021
26-30,3-5,4,1,0,0,50.0,2021
26-30,3-5,4,1,0,1,,2021
26-30,3-5,4,2,0,0,284.0,2021
26-30,3-5,4,2,0,1,24.0,2021
26-30,3-5,4,3,0,0,910.0,2021
26-30,3-5,4,3,0,1,214.0,2021
26-30,3-5,4,4,0,0,3760.0,2021
26-30,3-5,4,4,0,1,233.0,2021
26-30,3-5,4,4,1,0,22973.0,2021
26-30,6-10,0,0,1,0,,2021
26-30,6-10,0,1,0,0,,2021
26-30,6-10,0,2,0,0,,2021
26-30,6-10,1,1,0,0,2666.0,2021
26-30,6-10,1,1,1,0,27422.0,2021
26-30,6-10,1,2,0,0,2055.0,2021
26-30,6-10,1,2,0,1,77.0,2021
26-30,6-10,1,3,0,0,609.0,2021
26-30,6-10,1,3,0,1,61.0,2021
26-30,6-10,1,4,0,0,469.0,2021
26-30,6-10,1,4,0,1,12.0,2021
26-30,6-10,2,1,0,0,2270.0,2021
26-30,6-10,2,2,0,0,3936.0,2021
26-30,6-10,2,2,0,1,66.0,2021
26-30,6-10,2,2,1,0,42188.0,2021
26-30,6-10,2,3,0,0,1389.0,2021
26-30,6-10,2,3,0,1,216.0,2021
26-30,6-10,2,4,0,0,1204.0,2021
26-30,6-10,2,4,0,1,71.0,2021
26-30,6-10,3,1,0,0,308.0,2021
26-30,6-10,3,2,0,0,843.0,2021
26-30,6-10,3,2,0,1,39.0,2021
26-30,6-10,3,3,0,0,821.0,2021
26-30,6-10,3,3,0,1,113.0,2021
26-30,6-10,3,3,1,0,11338.0,2021
26-30,6-10,3,4,0,0,1064.0,2021
26-30,6-10,3,4,0,1,68.0,2021
26-30,6-10,4,1,0,0,148.0,2021
26-30,6-10,4,2,0,0,452.0,2021
