age_group,expband,q_t,q_t1,same_code,enters_mgr,n,year
31-34,6-10,1,1,1,0,5266.0,2022
31-34,6-10,1,2,0,0,431.0,2022
31-34,6-10,1,2,0,1,12.0,2022
31-34,6-10,1,3,0,0,131.0,2022
31-34,6-10,1,3,0,1,12.0,2022
31-34,6-10,1,4,0,0,134.0,2022
31-34,6-10,1,4,0,1,6.0,2022
31-34,6-10,2,0,0,1,,2022
31-34,6-10,2,1,0,0,366.0,2022
31-34,6-10,2,1,0,1,,2022
31-34,6-10,2,2,0,0,1373.0,2022
31-34,6-10,2,2,0,1,17.0,2022
31-34,6-10,2,2,1,0,15754.0,2022
31-34,6-10,2,3,0,0,520.0,2022
31-34,6-10,2,3,0,1,157.0,2022
31-34,6-10,2,4,0,0,549.0,2022
31-34,6-10,2,4,0,1,28.0,2022
31-34,6-10,3,0,0,1,5.0,2022
31-34,6-10,3,1,0,0,97.0,2022
31-34,6-10,3,1,0,1,,2022
31-34,6-10,3,2,0,0,498.0,2022
31-34,6-10,3,2,0,1,17.0,2022
31-34,6-10,3,3,0,0,1265.0,2022
31-34,6-10,3,3,0,1,188.0,2022
31-34,6-10,3,3,1,0,19454.0,2022
31-34,6-10,3,4,0,0,1376.0,2022
31-34,6-10,3,4,0,1,90.0,2022
31-34,6-10,4,0,0,1,,2022
31-34,6-10,4,1,0,0,46.0,2022
31-34,6-10,4,1,0,1,,2022
31-34,6-10,4,2,0,0,330.0,2022
31-34,6-10,4,2,0,1,25.0,2022
31-34,6-10,4,3,0,0,965.0,2022
31-34,6-10,4,3,0,1,370.0,2022
31-34,6-10,4,4,0,0,3755.0,2022
31-34,6-10,4,4,0,1,330.0,2022
31-34,6-10,4,4,1,0,32336.0,2022
31-34,na,0,0,1,0,,2022
31-34,na,1,1,0,0,589.0,2022
31-34,na,1,1,1,0,6435.0,2022
31-34,na,1,2,0,0,494.0,2022
31-34,na,1,2,0,1,14.0,2022
31-34,na,1,3,0,0,64.0,2022
31-34,na,1,3,0,1,6.0,2022
31-34,na,1,4,0,0,45.0,2022
31-34,na,1,4,0,1,,2022
31-34,na,2,1,0,0,426.0,2022
31-34,na,2,2,0,0,591.0,2022
31-34,na,2,2,0,1,7.0,2022
31-34,na,2,2,1,0,7048.0,2022
31-34,na,2,3,0,0,115.0,2022
31-34,na,2,3,0,1,17.0,2022
31-34,na,2,4,0,0,87.0,2022
31-34,na,2,4,0,1,,2022
31-34,na,3,1,0,0,33.0,2022
31-34,na,3,2,0,0,99.0,2022
31-34,na,3,3,0,0,291.0,2022
31-34,na,3,3,0,1,12.0,2022
31-34,na,3,3,1,0,2150.0,2022
31-34,na,3,4,0,0,167.0,2022
31-34,na,3,4,0,1,6.0,2022
31-34,na,4,1,0,0,15.0,2022
31-34,na,4,2,0,0,111.0,2022
31-34,na,4,2,0,1,5.0,2022
31-34,na,4,3,0,0,126.0,2022
31-34,na,4,3,0,1,28.0,2022
31-34,na,4,4,0,0,671.0,2022
31-34,na,4,4,0,1,36.0,2022
31-34,na,4,4,1,0,4309.0,2022
35-40,0-2,1,1,0,0,201.0,2022
35-40,0-2,1,1,1,0,2668.0,2022
35-40,0-2,1,2,0,0,500.0,2022
35-40,0-2,1,2,0,1,,2022
35-40,0-2,1,3,0,0,114.0,2022
35-40,0-2,1,3,0,1,7.0,2022
35-40,0-2,1,4,0,0,113.0,2022
35-40,0-2,1,4,0,1,5.0,2022
35-40,0-2,2,1,0,0,358.0,2022
35-40,0-2,2,1,0,1,,2022
35-40,0-2,2,2,0,0,1406.0,2022
35-40,0-2,2,2,0,1,,2022
35-40,0-2,2,2,1,0,10882.0,2022
35-40,0-2,2,3,0,0,560.0,2022
35-40,0-2,2,3,0,1,89.0,2022
35-40,0-2,2,4,0,0,400.0,2022
35-40,0-2,2,4,0,1,9.0,2022
35-40,0-2,3,1,0,0,52.0,2022
35-40,0-2,3,2,0,0,302.0,2022
35-40,0-2,3,2,0,1,7.0,2022
35-40,0-2,3,3,0,0,535.0,2022
35-40,0-2,3,3,0,1,52.0,2022
35-40,0-2,3,3,1,0,5977.0,2022
35-40,0-2,3,4,0,0,515.0,2022
35-40,0-2,3,4,0,1,13.0,2022
35-40,0-2,4,0,0,0,,2022
35-40,0-2,4,0,0,1,,2022
35-40,0-2,4,1,0,0,34.0,2022
35-40,0-2,4,1,0,1,,2022
35-40,0-2,4,2,0,0,158.0,2022
35-40,0-2,4,2,0,1,,2022
35-40,0-2,4,3,0,0,352.0,2022
35-40,0-2,4,3,0,1,59.0,2022
35-40,0-2,4,4,0,0,943.0,2022
35-40,0-2,4,4,0,1,39.0,2022
35-40,0-2,4,4,1,0,7804.0,2022
35-40,11-20,0,0,1,0,8.0,2022
35-40,11-20,0,3,0,0,,2022
35-40,11-20,0,4,0,0,,2022
35-40,11-20,0,4,0,1,,2022
35-40,11-20,1,0,0,0,,2022
35-40,11-20,1,1,0,0,2251.0,2022
35-40,11-20,1,1,1,0,33793.0,2022
35-40,11-20,1,2,0,0,2170.0,2022
35-40,11-20,1,2,0,1,91.0,2022
35-40,11-20,1,3,0,0,534.0,2022
35-40,11-20,1,3,0,1,117.0,2022
35-40,11-20,1,4,0,0,433.0,2022
35-40,11-20,1,4,0,1,23.0,2022
35-40,11-20,2,0,0,0,,2022
35-40,11-20,2,1,0,0,1605.0,2022
35-40,11-20,2,1,0,1,9.0,2022
35-40,11-20,2,2,0,0,3782.0,2022
35-40,11-20,2,2,0,1,110.0,2022
35-40,11-20,2,2,1,0,57049.0,2022
35-40,11-20,2,3,0,0,1376.0,2022
35-40,11-20,2,3,0,1,421.0,2022
35-40,11-20,2,4,0,0,1322.0,2022
35-40,11-20,2,4,0,1,128.0,2022
35-40,11-20,3,0,0,0,,2022
35-40,11-20,3,1,0,0,335.0,2022
35-40,11-20,3,1,0,1,,2022
35-40,11-20,3,2,0,0,1128.0,2022
35-40,11-20,3,2,0,1,62.0,2022
35-40,11-20,3,3,0,0,1970.0,2022
35-40,11-20,3,3,0,1,430.0,2022
35-40,11-20,3,3,1,0,36126.0,2022
35-40,11-20,3,4,0,0,2497.0,2022
35-40,11-20,3,4,0,1,217.0,2022
35-40,11-20,4,0,0,1,,2022
35-40,11-20,4,1,0,0,175.0,2022
35-40,11-20,4,1,0,1,,2022
35-40,11-20,4,2,0,0,716.0,2022
35-40,11-20,4,2,0,1,76.0,2022
35-40,11-20,4,3,0,0,1774.0,2022
35-40,11-20,4,3,0,1,780.0,2022
35-40,11-20,4,4,0,0,5509.0,2022
35-40,11-20,4,4,0,1,632.0,2022
35-40,11-20,4,4,1,0,55056.0,2022
35-40,21+,1,1,0,0,492.0,2022
35-40,21+,1,1,1,0,6814.0,2022
35-40,21+,1,2,0,0,370.0,2022
35-40,21+,1,2,0,1,9.0,2022
35-40,21+,1,3,0,0,94.0,2022
35-40,21+,1,3,0,1,30.0,2022
35-40,21+,1,4,0,0,80.0,2022
35-40,21+,1,4,0,1,6.0,2022
35-40,21+,2,1,0,0,283.0,2022
35-40,21+,2,2,0,0,528.0,2022
35-40,21+,2,2,0,1,18.0,2022
35-40,21+,2,2,1,0,8312.0,2022
35-40,21+,2,3,0,0,183.0,2022
35-40,21+,2,3,0,1,42.0,2022
35-40,21+,2,4,0,0,145.0,2022
35-40,21+,2,4,0,1,10.0,2022
35-40,21+,3,1,0,0,53.0,2022
35-40,21+,3,2,0,0,137.0,2022
35-40,21+,3,2,0,1,11.0,2022
35-40,21+,3,3,0,0,147.0,2022
35-40,21+,3,3,0,1,38.0,2022
35-40,21+,3,3,1,0,2626.0,2022
35-40,21+,3,4,0,0,153.0,2022
35-40,21+,3,4,0,1,17.0,2022
35-40,21+,4,1,0,0,27.0,2022
35-40,21+,4,2,0,0,70.0,2022
35-40,21+,4,2,0,1,5.0,2022
35-40,21+,4,3,0,0,110.0,2022
35-40,21+,4,3,0,1,39.0,2022
35-40,21+,4,4,0,0,262.0,2022
35-40,21+,4,4,0,1,33.0,2022
35-40,21+,4,4,1,0,2698.0,2022
35-40,3-5,1,1,0,0,148.0,2022
35-40,3-5,1,1,1,0,2359.0,2022
35-40,3-5,1,2,0,0,227.0,2022
35-40,3-5,1,2,0,1,,2022
35-40,3-5,1,3,0,0,43.0,2022
35-40,3-5,1,3,0,1,6.0,2022
35-40,3-5,1,4,0,0,53.0,2022
35-40,3-5,1,4,0,1,,2022
35-40,3-5,2,0,0,0,,2022
35-40,3-5,2,1,0,0,186.0,2022
35-40,3-5,2,2,0,0,722.0,2022
35-40,3-5,2,2,0,1,5.0,2022
35-40,3-5,2,2,1,0,8685.0,2022
35-40,3-5,2,3,0,0,199.0,2022
35-40,3-5,2,3,0,1,87.0,2022
35-40,3-5,2,4,0,0,197.0,2022
35-40,3-5,2,4,0,1,11.0,2022
35-40,3-5,3,1,0,0,33.0,2022
35-40,3-5,3,1,0,1,,2022
35-40,3-5,3,2,0,0,173.0,2022
35-40,3-5,3,2,0,1,,2022
35-40,3-5,3,3,0,0,418.0,2022
35-40,3-5,3,3,0,1,60.0,2022
35-40,3-5,3,3,1,0,6297.0,2022
35-40,3-5,3,4,0,0,432.0,2022
35-40,3-5,3,4,0,1,21.0,2022
35-40,3-5,4,1,0,0,13.0,2022
35-40,3-5,4,1,0,1,,2022
35-40,3-5,4,2,0,0,123.0,2022
35-40,3-5,4,2,0,1,5.0,2022
35-40,3-5,4,3,0,0,338.0,2022
35-40,3-5,4,3,0,1,93.0,2022
35-40,3-5,4,4,0,0,1066.0,2022
35-40,3-5,4,4,0,1,58.0,2022
35-40,3-5,4,4,1,0,9511.0,2022
35-40,6-10,1,1,0,0,308.0,2022
35-40,6-10,1,1,1,0,4645.0,2022
35-40,6-10,1,2,0,0,352.0,2022
35-40,6-10,1,2,0,1,10.0,2022
35-40,6-10,1,3,0,0,118.0,2022
35-40,6-10,1,3,0,1,17.0,2022
35-40,6-10,1,4,0,0,110.0,2022
35-40,6-10,1,4,0,1,14.0,2022
35-40,6-10,2,1,0,0,279.0,2022
35-40,6-10,2,2,0,0,1239.0,2022
35-40,6-10,2,2,0,1,21.0,2022
35-40,6-10,2,2,1,0,15554.0,2022
35-40,6-10,2,3,0,0,425.0,2022
35-40,6-10,2,3,0,1,158.0,2022
35-40,6-10,2,4,0,0,490.0,2022
35-40,6-10,2,4,0,1,30.0,2022
35-40,6-10,3,1,0,0,57.0,2022
35-40,6-10,3,1,0,1,,2022
35-40,6-10,3,2,0,0,454.0,2022
35-40,6-10,3,2,0,1,19.0,2022
35-40,6-10,3,3,0,0,1384.0,2022
35-40,6-10,3,3,0,1,201.0,2022
35-40,6-10,3,3,1,0,18738.0,2022
35-40,6-10,3,4,0,0,1376.0,2022
35-40,6-10,3,4,0,1,89.0,2022
35-40,6-10,4,0,0,1,,2022
35-40,6-10,4,1,0,0,43.0,2022
35-40,6-10,4,1,0,1,,2022
35-40,6-10,4,2,0,0,254.0,2022
35-40,6-10,4,2,0,1,24.0,2022
35-40,6-10,4,3,0,0,927.0,2022
35-40,6-10,4,3,0,1,398.0,2022
35-40,6-10,4,4,0,0,3348.0,2022
35-40,6-10,4,4,0,1,346.0,2022
35-40,6-10,4,4,1,0,31509.0,2022
35-40,na,1,1,0,0,909.0,2022
35-40,na,1,1,1,0,11765.0,2022
35-40,na,1,2,0,0,672.0,2022
35-40,na,1,2,0,1,13.0,2022
35-40,na,1,3,0,0,99.0,2022
35-40,na,1,3,0,1,11.0,2022
35-40,na,1,4,0,0,46.0,2022
35-40,na,1,4,0,1,,2022
35-40,na,2,1,0,0,563.0,2022
35-40,na,2,2,0,0,768.0,2022
35-40,na,2,2,0,1,18.0,2022
35-40,na,2,2,1,0,10996.0,2022
35-40,na,2,3,0,0,168.0,2022
35-40,na,2,3,0,1,22.0,2022
35-40,na,2,4,0,0,117.0,2022
35-40,na,2,4,0,1,,2022
35-40,na,3,1,0,0,70.0,2022
35-40,na,3,2,0,0,156.0,2022
35-40,na,3,2,0,1,5.0,2022
35-40,na,3,3,0,0,408.0,2022
35-40,na,3,3,0,1,58.0,2022
35-40,na,3,3,1,0,5736.0,2022
35-40,na,3,4,0,0,193.0,2022
35-40,na,3,4,0,1,18.0,2022
35-40,na,4,1,0,0,25.0,2022
35-40,na,4,2,0,0,116.0,2022
35-40,na,4,2,0,1,,2022
35-40,na,4,3,0,0,171.0,2022
35-40,na,4,3,0,1,46.0,2022
35-40,na,4,4,0,0,741.0,2022
35-40,na,4,4,0,1,45.0,2022
35-40,na,4,4,1,0,5216.0,2022
41-49,0-2,0,3,0,0,,2022
41-49,0-2,0,4,0,0,,2022
41-49,0-2,1,1,0,0,206.0,2022
41-49,0-2,1,1,1,0,2543.0,2022
41-49,0-2,1,2,0,0,392.0,2022
41-49,0-2,1,2,0,1,,2022
41-49,0-2,1,3,0,0,85.0,2022
41-49,0-2,1,3,0,1,16.0,2022
41-49,0-2,1,4,0,0,65.0,2022
41-49,0-2,1,4,0,1,5.0,2022
41-49,0-2,2,0,0,1,,2022
41-49,0-2,2,1,0,0,313.0,2022
41-49,0-2,2,2,0,0,1299.0,2022
41-49,0-2,2,2,0,1,7.0,2022
41-49,0-2,2,2,1,0,9571.0,2022
41-49,0-2,2,3,0,0,380.0,2022
41-49,0-2,2,3,0,1,69.0,2022
41-49,0-2,2,4,0,0,266.0,2022
41-49,0-2,2,4,0,1,7.0,2022
41-49,0-2,3,1,0,0,39.0,2022
41-49,0-2,3,2,0,0,207.0,2022
41-49,0-2,3,2,0,1,,2022
41-49,0-2,3,3,0,0,377.0,2022
41-49,0-2,3,3,0,1,43.0,2022
41-49,0-2,3,3,1,0,5730.0,2022
41-49,0-2,3,4,0,0,409.0,2022
41-49,0-2,3,4,0,1,8.0,2022
41-49,0-2,4,1,0,0,21.0,2022
41-49,0-2,4,2,0,0,168.0,2022
41-49,0-2,4,2,0,1,5.0,2022
41-49,0-2,4,3,0,0,300.0,2022
41-49,0-2,4,3,0,1,51.0,2022
41-49,0-2,4,4,0,0,532.0,2022
41-49,0-2,4,4,0,1,31.0,2022
41-49,0-2,4,4,1,0,5958.0,2022
41-49,11-20,0,2,0,0,,2022
41-49,11-20,0,3,0,0,,2022
41-49,11-20,0,4,0,0,,2022
41-49,11-20,1,1,0,0,638.0,2022
41-49,11-20,1,1,0,1,,2022
41-49,11-20,1,1,1,0,11239.0,2022
41-49,11-20,1,2,0,0,656.0,2022
41-49,11-20,1,2,0,1,9.0,2022
41-49,11-20,1,3,0,0,232.0,2022
41-49,11-20,1,3,0,1,39.0,2022
41-49,11-20,1,4,0,0,168.0,2022
41-49,11-20,1,4,0,1,18.0,2022
41-49,11-20,2,0,0,1,,2022
41-49,11-20,2,1,0,0,541.0,2022
41-49,11-20,2,1,0,1,,2022
41-49,11-20,2,2,0,0,2051.0,2022
41-49,11-20,2,2,0,1,44.0,2022
41-49,11-20,2,2,1,0,33973.0,2022
41-49,11-20,2,3,0,0,793.0,2022
41-49,11-20,2,3,0,1,309.0,2022
41-49,11-20,2,4,0,0,923.0,2022
41-49,11-20,2,4,0,1,51.0,2022
41-49,11-20,3,0,0,1,,2022
41-49,11-20,3,1,0,0,165.0,2022
41-49,11-20,3,1,0,1,,2022
41-49,11-20,3,2,0,0,885.0,2022
41-49,11-20,3,2,0,1,45.0,2022
41-49,11-20,3,3,0,0,2442.0,2022
41-49,11-20,3,3,0,1,477.0,2022
41-49,11-20,3,3,1,0,47370.0,2022
41-49,11-20,3,4,0,0,3080.0,2022
41-49,11-20,3,4,0,1,219.0,2022
41-49,11-20,4,0,0,1,5.0,2022
41-49,11-20,4,1,0,0,108.0,2022
41-49,11-20,4,1,0,1,,2022
41-49,11-20,4,2,0,0,583.0,2022
41-49,11-20,4,2,0,1,59.0,2022
41-49,11-20,4,3,0,0,2187.0,2022
41-49,11-20,4,3,0,1,1094.0,2022
41-49,11-20,4,4,0,0,7191.0,2022
41-49,11-20,4,4,0,1,1082.0,2022
41-49,11-20,4,4,1,0,85050.0,2022
41-49,21+,0,0,1,0,8.0,2022
41-49,21+,0,1,0,0,,2022
41-49,21+,0,3,0,0,,2022
41-49,21+,0,4,0,0,,2022
41-49,21+,1,1,0,0,3099.0,2022
41-49,21+,1,1,1,0,55985.0,2022
41-49,21+,1,2,0,0,2563.0,2022
41-49,21+,1,2,0,1,85.0,2022
41-49,21+,1,3,0,0,708.0,2022
41-49,21+,1,3,0,1,132.0,2022
41-49,21+,1,4,0,0,480.0,2022
41-49,21+,1,4,0,1,42.0,2022
41-49,21+,2,0,0,0,,2022
41-49,21+,2,1,0,0,2028.0,2022
41-49,21+,2,1,0,1,,2022
41-49,21+,2,2,0,0,4343.0,2022
41-49,21+,2,2,0,1,176.0,2022
41-49,21+,2,2,1,0,79801.0,2022
41-49,21+,2,3,0,0,1531.0,2022
41-49,21+,2,3,0,1,397.0,2022
41-49,21+,2,4,0,0,1304.0,2022
41-49,21+,2,4,0,1,122.0,2022
41-49,21+,3,0,0,0,,2022
41-49,21+,3,1,0,0,460.0,2022
41-49,21+,3,1,0,1,,2022
41-49,21+,3,2,0,0,1362.0,2022
41-49,21+,3,2,0,1,90.0,2022
41-49,21+,3,3,0,0,2154.0,2022
41-49,21+,3,3,0,1,376.0,2022
41-49,21+,3,3,1,0,45443.0,2022
41-49,21+,3,4,0,0,2620.0,2022
41-49,21+,3,4,0,1,261.0,2022
41-49,21+,4,0,0,0,,2022
41-49,21+,4,0,0,1,,2022
41-49,21+,4,1,0,0,225.0,2022
41-49,21+,4,2,0,0,740.0,2022
41-49,21+,4,2,0,1,80.0,2022
41-49,21+,4,3,0,0,1949.0,2022
41-49,21+,4,3,0,1,746.0,2022
41-49,21+,4,4,0,0,5655.0,2022
41-49,21+,4,4,0,1,683.0,2022
41-49,21+,4,4,1,0,64066.0,2022
41-49,3-5,1,1,0,0,137.0,2022
41-49,3-5,1,1,1,0,2453.0,2022
41-49,3-5,1,2,0,0,165.0,2022
41-49,3-5,1,2,0,1,,2022
41-49,3-5,1,3,0,0,38.0,2022
41-49,3-5,1,3,0,1,5.0,2022
41-49,3-5,1,4,0,0,32.0,2022
41-49,3-5,1,4,0,1,,2022
41-49,3-5,2,1,0,0,149.0,2022
41-49,3-5,2,2,0,0,634.0,2022
41-49,3-5,2,2,0,1,,2022
41-49,3-5,2,2,1,0,8173.0,2022
41-49,3-5,2,3,0,0,132.0,2022
41-49,3-5,2,3,0,1,73.0,2022
41-49,3-5,2,4,0,0,114.0,2022
41-49,3-5,2,4,0,1,9.0,2022
41-49,3-5,3,1,0,0,33.0,2022
41-49,3-5,3,2,0,0,158.0,2022
41-49,3-5,3,2,0,1,,2022
41-49,3-5,3,3,0,0,317.0,2022
41-49,3-5,3,3,0,1,58.0,2022
41-49,3-5,3,3,1,0,5856.0,2022
41-49,3-5,3,4,0,0,294.0,2022
41-49,3-5,3,4,0,1,11.0,2022
41-49,3-5,4,0,0,1,,2022
41-49,3-5,4,1,0,0,19.0,2022
41-49,3-5,4,2,0,0,81.0,2022
41-49,3-5,4,2,0,1,,2022
41-49,3-5,4,3,0,0,239.0,2022
41-49,3-5,4,3,0,1,51.0,2022
41-49,3-5,4,4,0,0,509.0,2022
41-49,3-5,4,4,0,1,49.0,2022
41-49,3-5,4,4,1,0,6386.0,2022
41-49,6-10,0,0,1,0,,2022
41-49,6-10,1,1,0,0,276.0,2022
41-49,6-10,1,1,1,0,4397.0,2022
41-49,6-10,1,2,0,0,289.0,2022
41-49,6-10,1,2,0,1,6.0,2022
41-49,6-10,1,3,0,0,85.0,2022
41-49,6-10,1,3,0,1,12.0,2022
41-49,6-10,1,4,0,0,60.0,2022
41-49,6-10,1,4,0,1,,2022
41-49,6-10,2,1,0,0,238.0,2022
41-49,6-10,2,2,0,0,964.0,2022
41-49,6-10,2,2,0,1,9.0,2022
41-49,6-10,2,2,1,0,13693.0,2022
41-49,6-10,2,3,0,0,252.0,2022
41-49,6-10,2,3,0,1,112.0,2022
41-49,6-10,2,4,0,0,261.0,2022
41-49,6-10,2,4,0,1,19.0,2022
41-49,6-10,3,1,0,0,56.0,2022
41-49,6-10,3,2,0,0,308.0,2022
41-49,6-10,3,2,0,1,8.0,2022
41-49,6-10,3,3,0,0,731.0,2022
41-49,6-10,3,3,0,1,142.0,2022
41-49,6-10,3,3,1,0,12508.0,2022
41-49,6-10,3,4,0,0,717.0,2022
41-49,6-10,3,4,0,1,27.0,2022
41-49,6-10,4,1,0,0,43.0,2022
41-49,6-10,4,2,0,0,148.0,2022
41-49,6-10,4,2,0,1,5.0,2022
41-49,6-10,4,3,0,0,494.0,2022
41-49,6-10,4,3,0,1,164.0,2022
41-49,6-10,4,4,0,0,1269.0,2022
41-49,6-10,4,4,0,1,126.0,2022
41-49,6-10,4,4,1,0,16891.0,2022
41-49,na,0,0,1,0,,2022
41-49,na,0,3,0,0,,2022
41-49,na,1,1,0,0,1196.0,2022
41-49,na,1,1,1,0,20333.0,2022
41-49,na,1,2,0,0,793.0,2022
41-49,na,1,2,0,1,10.0,2022
41-49,na,1,3,0,0,128.0,2022
41-49,na,1,3,0,1,22.0,2022
41-49,na,1,4,0,0,56.0,2022
41-49,na,1,4,0,1,,2022
41-49,na,2,0,0,0,,2022
41-49,na,2,1,0,0,616.0,2022
41-49,na,2,2,0,0,911.0,2022
41-49,na,2,2,0,1,17.0,2022
41-49,na,2,2,1,0,16343.0,2022
41-49,na,2,3,0,0,181.0,2022
41-49,na,2,3,0,1,36.0,2022
41-49,na,2,4,0,0,105.0,2022
41-49,na,2,4,0,1,11.0,2022
41-49,na,3,1,0,0,116.0,2022
41-49,na,3,2,0,0,205.0,2022
41-49,na,3,2,0,1,8.0,2022
41-49,na,3,3,0,0,402.0,2022
41-49,na,3,3,0,1,82.0,2022
41-49,na,3,3,1,0,9518.0,2022
41-49,na,3,4,0,0,198.0,2022
41-49,na,3,4,0,1,18.0,2022
41-49,na,4,1,0,0,23.0,2022
41-49,na,4,2,0,0,91.0,2022
41-49,na,4,2,0,1,8.0,2022
41-49,na,4,3,0,0,158.0,2022
41-49,na,4,3,0,1,45.0,2022
41-49,na,4,4,0,0,553.0,2022
41-49,na,4,4,0,1,56.0,2022
41-49,na,4,4,1,0,5026.0,2022
50+,0-2,1,1,0,0,118.0,2022
50+,0-2,1,1,1,0,1575.0,2022
50+,0-2,1,2,0,0,196.0,2022
50+,0-2,1,3,0,0,36.0,2022
50+,0-2,1,3,0,1,,2022
50+,0-2,1,4,0,0,27.0,2022
50+,0-2,1,4,0,1,,2022
50+,0-2,2,1,0,0,150.0,2022
50+,0-2,2,2,0,0,702.0,2022
50+,0-2,2,2,1,0,5958.0,2022
50+,0-2,2,3,0,0,147.0,2022
50+,0-2,2,3,0,1,29.0,2022
50+,0-2,2,4,0,0,103.0,2022
50+,0-2,2,4,0,1,6.0,2022
50+,0-2,3,1,0,0,24.0,2022
50+,0-2,3,2,0,0,138.0,2022
50+,0-2,3,2,0,1,,2022
50+,0-2,3,3,0,0,168.0,2022
50+,0-2,3,3,0,1,14.0,2022
50+,0-2,3,3,1,0,3291.0,2022
50+,0-2,3,4,0,0,213.0,2022
50+,0-2,3,4,0,1,,2022
50+,0-2,4,1,0,0,13.0,2022
50+,0-2,4,2,0,0,49.0,2022
50+,0-2,4,2,0,1,,2022
50+,0-2,4,3,0,0,178.0,2022
50+,0-2,4,3,0,1,22.0,2022
50+,0-2,4,4,0,0,266.0,2022
50+,0-2,4,4,0,1,23.0,2022
50+,0-2,4,4,1,0,3539.0,2022
50+,11-20,1,1,0,0,506.0,2022
50+,11-20,1,1,1,0,12959.0,2022
50+,11-20,1,2,0,0,624.0,2022
50+,11-20,1,2,0,1,,2022
50+,11-20,1,3,0,0,123.0,2022
50+,11-20,1,3,0,1,21.0,2022
50+,11-20,1,4,0,0,106.0,2022
50+,11-20,1,4,0,1,8.0,2022
50+,11-20,2,0,0,1,,2022
50+,11-20,2,1,0,0,469.0,2022
50+,11-20,2,2,0,0,2373.0,2022
50+,11-20,2,2,0,1,13.0,2022
50+,11-20,2,2,1,0,42047.0,2022
50+,11-20,2,3,0,0,472.0,2022
50+,11-20,2,3,0,1,191.0,2022
50+,11-20,2,4,0,0,417.0,2022
50+,11-20,2,4,0,1,23.0,2022
50+,11-20,3,0,0,0,,2022
50+,11-20,3,1,0,0,122.0,2022
50+,11-20,3,2,0,0,637.0,2022
50+,11-20,3,2,0,1,19.0,2022
50+,11-20,3,3,0,0,1311.0,2022
50+,11-20,3,3,0,1,166.0,2022
50+,11-20,3,3,1,0,31717.0,2022
50+,11-20,3,4,0,0,1311.0,2022
50+,11-20,3,4,0,1,63.0,2022
50+,11-20,4,0,0,1,6.0,2022
50+,11-20,4,1,0,0,69.0,2022
50+,11-20,4,2,0,0,363.0,2022
50+,11-20,4,2,0,1,15.0,2022
50+,11-20,4,3,0,0,1003.0,2022
50+,11-20,4,3,0,1,292.0,2022
50+,11-20,4,4,0,0,2233.0,2022
50+,11-20,4,4,0,1,262.0,2022
50+,11-20,4,4,1,0,42629.0,2022
50+,21+,0,0,1,0,33.0,2022
50+,21+,0,2,0,0,,2022
50+,21+,0,3,0,0,,2022
50+,21+,0,4,0,0,,2022
50+,21+,1,0,0,0,,2022
50+,21+,1,0,0,1,,2022
50+,21+,1,1,0,0,5473.0,2022
50+,21+,1,1,0,1,,2022
50+,21+,1,1,1,0,128442.0,2022
50+,21+,1,2,0,0,4849.0,2022
50+,21+,1,2,0,1,49.0,2022
50+,21+,1,3,0,0,1124.0,2022
50+,21+,1,3,0,1,159.0,2022
50+,21+,1,4,0,0,633.0,2022
50+,21+,1,4,0,1,42.0,2022
50+,21+,2,0,0,0,,2022
50+,21+,2,0,0,1,,2022
50+,21+,2,1,0,0,3325.0,2022
50+,21+,2,1,0,1,5.0,2022
50+,21+,2,2,0,0,8080.0,2022
50+,21+,2,2,0,1,177.0,2022
50+,21+,2,2,1,0,187406.0,2022
50+,21+,2,3,0,0,2444.0,2022
50+,21+,2,3,0,1,540.0,2022
50+,21+,2,4,0,0,1993.0,2022
50+,21+,2,4,0,1,137.0,2022
50+,21+,3,0,0,0,,2022
50+,21+,3,0,0,1,,2022
50+,21+,3,1,0,0,902.0,2022
50+,21+,3,1,0,1,5.0,2022
50+,21+,3,2,0,0,2770.0,2022
50+,21+,3,2,0,1,85.0,2022
50+,21+,3,3,0,0,4657.0,2022
50+,21+,3,3,0,1,582.0,2022
50+,21+,3,3,1,0,132512.0,2022
50+,21+,3,4,0,0,5746.0,2022
50+,21+,3,4,0,1,379.0,2022
50+,21+,4,0,0,0,,2022
50+,21+,4,0,0,1,8.0,2022
50+,21+,4,1,0,0,580.0,2022
50+,21+,4,1,0,1,,2022
50+,21+,4,2,0,0,1616.0,2022
50+,21+,4,2,0,1,94.0,2022
50+,21+,4,3,0,0,4069.0,2022
50+,21+,4,3,0,1,1264.0,2022
50+,21+,4,4,0,0,12269.0,2022
50+,21+,4,4,0,1,1194.0,2022
50+,21+,4,4,1,0,193788.0,2022
50+,3-5,1,1,0,0,83.0,2022
50+,3-5,1,1,1,0,1867.0,2022
50+,3-5,1,2,0,0,101.0,2022
50+,3-5,1,3,0,0,24.0,2022
50+,3-5,1,3,0,1,,2022
50+,3-5,1,4,0,0,18.0,2022
50+,3-5,1,4,0,1,,2022
50+,3-5,2,0,0,0,,2022
50+,3-5,2,0,0,1,,2022
50+,3-5,2,1,0,0,100.0,2022
50+,3-5,2,2,0,0,426.0,2022
50+,3-5,2,2,0,1,,2022
50+,3-5,2,2,1,0,6498.0,2022
50+,3-5,2,3,0,0,69.0,2022
50+,3-5,2,3,0,1,26.0,2022
50+,3-5,2,4,0,0,72.0,2022
50+,3-5,2,4,0,1,,2022
50+,3-5,3,0,0,0,,2022
50+,3-5,3,1,0,0,22.0,2022
